n_nodes,influence,n0,n1
2,2298.3800,795,499
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
2,2284.1300,795,126
