n_nodes,influence,n0,n1
2,2372.9300,795,157
2,2372.9300,795,157
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
2,2328.6800,157,261
