n_nodes,influence,n0,n1,n2,n3,n4
5,49854.8300,939,46,344,157,926
5,49079.6600,46,939,317,344,926
5,49079.6600,46,939,317,344,926
5,49079.6600,46,939,317,344,926
5,49079.6600,46,939,317,344,926
5,49079.6600,46,939,317,344,926
5,49079.6600,46,939,317,344,926
5,49079.6600,46,939,317,344,926
5,49079.6600,46,939,317,344,926
5,49079.6600,46,939,317,344,926
5,49079.6600,46,939,317,344,926
5,49079.6600,46,939,317,344,926
5,49079.6600,46,939,317,344,926
5,49079.6600,46,939,317,344,926
5,49079.6600,46,939,317,344,926
5,49079.6600,46,939,317,344,926
5,49079.6600,46,939,317,344,926
5,49079.6600,46,939,317,344,926
5,49079.6600,46,939,317,344,926
5,49079.6600,46,939,317,344,926
5,49079.6600,46,939,317,344,926
5,49079.6600,46,939,317,344,926
5,49079.6600,46,939,317,344,926
5,49079.6600,46,939,317,344,926
5,49079.6600,46,939,317,344,926
5,49079.6600,46,939,317,344,926
5,49079.6600,46,939,317,344,926
5,49079.6600,46,939,317,344,926
5,49079.6600,46,939,317,344,926
5,49079.6600,46,939,317,344,926
5,48952.4900,46,939,317,344,697
5,48952.4900,46,939,317,344,697
5,48952.4900,46,939,317,344,697
5,48952.4900,46,939,317,344,697
5,48952.4900,46,939,317,344,697
5,48952.4900,46,939,317,344,697
5,48952.4900,46,939,317,344,697
5,48952.4900,46,939,317,344,697
5,48952.4900,46,939,317,344,697
5,48952.4900,46,939,317,344,697
5,48952.4900,46,939,317,344,697
5,48952.4900,46,939,317,344,697
5,48952.4900,46,939,317,344,697
5,48952.4900,46,939,317,344,697
5,48952.4900,46,939,317,344,697
5,48952.4900,46,939,317,344,697
5,48937.9100,149,46,344,697,317
5,48782.1200,452,939,344,317,709
5,48762.6800,149,46,344,697,926
5,48668.4500,452,939,317,344,926
5,48668.4500,452,939,317,344,926
5,48668.4500,452,939,317,344,926
5,48668.4500,452,939,317,344,926
5,48668.4500,452,939,317,344,926
5,48668.4500,452,939,317,344,926
5,48668.4500,452,939,317,344,926
5,48668.4500,452,939,317,344,926
5,48668.4500,452,939,317,344,926
5,48668.4500,452,939,317,344,926
5,48668.4500,452,939,317,344,926
5,48668.4500,452,939,317,344,926
5,48668.4500,452,939,317,344,926
5,48668.4500,452,939,317,344,926
5,48668.4500,452,939,317,344,926
