n_nodes,influence,n0
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
1,96.1000,3
