n_nodes,influence,n0,n1
2,30.9254,66,9
2,30.9254,66,9
2,30.9254,66,9
2,30.9254,66,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
2,27.5947,1,9
