n_nodes,influence,n0,n1
2,32.2694,66,7
2,32.2694,66,7
2,32.2694,66,7
2,32.2694,66,7
2,32.2694,66,7
2,32.2694,66,7
2,32.2694,66,7
2,30.9254,66,9
2,30.9254,66,9
2,30.9254,66,9
2,28.0820,77,7
2,24.1572,752,7
2,17.8181,51,50
2,17.3856,20,36
2,17.3708,66,50
2,17.3708,66,50
2,17.3708,66,50
2,17.3708,66,50
2,17.3708,66,50
2,17.3708,66,50
2,17.3708,66,50
2,17.3708,66,50
2,17.3708,66,50
2,17.3708,66,50
2,17.3708,66,50
2,17.3708,66,50
2,17.3708,66,50
2,17.3708,66,50
2,17.3708,66,50
2,16.9812,66,36
2,16.9812,66,36
2,16.9812,66,36
2,16.9812,66,36
2,16.9812,66,36
2,16.9812,66,36
2,16.9812,66,36
2,16.9812,66,36
2,16.9812,66,36
2,16.9812,66,36
2,16.9812,66,36
2,16.9812,66,36
2,16.9812,66,36
2,16.9812,66,36
2,16.9812,66,36
2,16.9812,66,36
2,16.9812,66,36
2,16.9812,66,36
2,16.9812,66,36
2,16.9812,66,36
2,16.9812,66,36
2,16.9812,66,36
2,16.9812,66,36
2,16.9812,66,36
2,16.9812,66,36
2,16.9812,66,36
2,16.9812,66,36
2,16.9812,66,36
2,16.9812,66,36
2,16.9812,66,36
2,16.9812,66,36
2,16.9812,66,36
2,16.9812,66,36
2,16.9812,66,36
2,16.9812,66,36
