n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
34,145,195,16,65,29.22,11.16,11.440000000000001
30,126,194,115,120,24.3,9.91,10.32
166,97,53,24,124,29.88,12.18,12.0
7,99,110,155,195,31.36,14.8,15.280000000000005
196,0,178,114,68,37.34,17.93,18.16
184,58,151,26,81,32.26,11.82,13.08
7,5,6,166,138,38.57,19.87,21.160000000000004
2,97,175,55,108,30.69,12.1,12.680000000000003
185,7,135,56,195,34.09,16.04,15.880000000000003
112,126,141,59,88,31.96,11.85,11.96
59,173,56,194,117,28.27,10.88,11.08
74,5,106,142,164,32.13,13.65,14.520000000000003
25,47,161,185,75,31.02,11.92,12.400000000000002
30,190,85,184,182,22.29,10.47,10.4
128,108,129,171,48,32.17,10.96,10.880000000000003
77,72,150,127,129,28.28,12.19,12.000000000000004
100,150,8,122,62,32.73,13.45,13.68
190,103,106,170,44,29.26,13.03,14.320000000000002
93,140,179,198,172,25.04,11.64,11.760000000000002
188,95,22,112,169,31.96,11.48,12.720000000000002
130,27,199,41,133,32.87,15.62,15.960000000000003
100,94,125,187,7,31.66,15.81,15.720000000000002
120,11,78,180,157,34.23,13.8,14.560000000000002
151,148,100,165,43,24.85,9.38,10.16
43,128,58,3,197,40.98,23.6,24.639999999999997
51,138,140,59,103,25.62,11.97,12.32
131,88,147,90,117,28.12,12.09,13.040000000000001
68,168,140,155,186,26.29,12.22,11.720000000000002
1,98,189,131,33,27.68,11.91,12.000000000000002
132,199,143,52,109,23.81,11.06,11.840000000000002
14,123,93,145,141,36.82,15.69,15.880000000000003
51,129,105,124,91,23.94,10.39,10.720000000000002
106,88,0,137,138,38.07,17.36,18.559999999999995
159,156,84,117,153,26.06,11.34,11.520000000000001
7,58,162,45,140,37.16,16.71,17.440000000000005
149,46,23,141,65,35.16,14.65,14.600000000000001
8,172,18,21,4,43.09,23.42,24.400000000000002
115,3,193,193,71,38.12,22.39,25.48
63,68,28,159,47,33.97,14.95,15.160000000000002
88,74,17,42,40,40.46,16.23,17.080000000000002
65,135,43,168,69,31.42,13.53,13.520000000000003
165,182,75,116,179,25.94,11.81,11.32
82,127,121,29,6,37.45,16.43,17.080000000000005
79,98,87,107,48,30.67,11.11,11.079999999999998
66,27,64,186,130,30.35,13.58,12.840000000000002
53,155,110,5,57,34.88,13.76,14.320000000000004
4,101,37,9,184,43.08,23.84,25.32
41,114,180,129,173,26.78,11.55,11.840000000000002
109,139,56,161,177,28.81,12.43,13.120000000000001
132,115,57,134,166,27.57,12.62,12.559999999999999
7,101,172,147,82,31.8,13.69,14.920000000000003
168,161,109,15,188,29.45,12.92,13.760000000000002
76,32,54,12,78,37.03,16.74,16.6
18,19,79,76,190,32.91,15.39,15.960000000000003
40,106,144,64,33,30.86,12.63,13.32
2,143,9,151,55,36.97,17.96,18.720000000000002
145,117,43,199,180,23.76,11.72,11.200000000000001
159,130,9,96,51,38.27,19.1,19.160000000000004
88,25,52,146,172,26.15,12.06,11.84
110,151,49,126,26,25.79,11.34,12.120000000000001
170,99,75,129,127,25.81,10.1,10.760000000000002
4,83,156,102,72,37.68,19.16,20.960000000000004
4,40,51,83,144,39.27,19.82,20.440000000000005
34,86,109,54,68,31.0,12.97,12.84
172,24,97,140,88,29.76,11.38,12.12
175,136,124,196,136,23.16,7.68,10.080000000000002
60,16,185,10,21,35.58,16.4,16.0
34,43,42,137,54,33.41,13.13,13.160000000000002
68,194,85,153,129,20.22,9.29,9.16
65,94,86,87,29,29.82,10.35,11.72
74,60,154,199,183,28.5,11.53,12.6
125,34,148,141,197,28.93,11.0,11.240000000000002
26,82,10,104,18,43.28,21.4,21.760000000000005
97,37,32,87,29,35.47,12.3,13.48
157,150,96,19,146,33.33,15.53,15.640000000000004
140,57,144,20,68,34.7,14.81,14.440000000000005
93,75,144,136,29,26.87,12.47,12.640000000000002
117,70,27,11,75,37.03,17.37,17.280000000000005
3,157,171,3,23,40.66,22.37,40.16
105,29,10,48,61,35.67,14.93,15.560000000000002
150,107,41,29,115,28.97,11.36,12.720000000000002
42,174,61,40,190,29.08,12.0,11.720000000000002
26,111,96,138,75,32.41,14.32,14.52
140,64,182,122,80,27.21,10.75,10.600000000000001
25,53,166,81,10,33.06,15.13,16.0
6,2,75,185,152,38.67,18.83,18.480000000000004
81,115,100,80,102,30.81,12.59,11.8
16,16,81,153,116,25.97,10.0,13.360000000000001
28,64,55,158,199,30.06,12.11,12.32
138,176,120,169,91,25.76,9.67,9.44
66,46,138,53,78,30.71,10.49,11.0
50,63,92,20,71,35.56,15.67,15.720000000000002
22,192,114,23,166,37.05,15.04,15.400000000000002
147,164,86,58,99,25.53,10.75,11.08
78,10,83,47,81,34.22,16.8,16.920000000000005
148,77,62,85,25,34.36,13.19,13.400000000000002
139,156,148,152,23,28.96,11.85,12.4
62,56,5,62,102,29.13,12.07,17.12
18,68,141,18,186,33.77,12.78,20.480000000000004
19,5,162,2,74,38.77,17.82,20.12
