n_nodes,influence,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9
10,96.3554,96,53,675,5,38,229,8,51,604,574
10,95.7635,96,53,675,5,38,839,8,51,604,574
10,95.7635,96,53,675,5,38,839,8,51,604,574
10,95.7635,96,53,675,5,38,839,8,51,604,574
10,95.3875,96,578,675,5,38,113,8,51,604,574
10,93.6551,96,578,5,38,196,8,51,727,604,574
10,92.5459,96,578,675,5,38,229,8,51,604,362
10,92.3678,96,578,675,5,38,229,8,51,604,334
10,92.3678,96,578,675,5,38,229,8,51,604,334
10,92.3678,96,578,675,5,38,229,8,51,604,334
10,92.3678,96,578,675,5,38,229,8,51,604,334
10,92.3678,96,578,675,5,38,229,8,51,604,334
10,92.3678,96,578,675,5,38,229,8,51,604,334
10,92.3678,96,578,675,5,38,229,8,51,604,334
10,92.3678,96,578,675,5,38,229,8,51,604,334
10,92.3678,96,578,675,5,38,229,8,51,604,334
10,92.0886,96,51,578,675,5,38,8,727,604,574
10,92.0886,96,51,578,675,5,38,8,727,604,574
10,92.0886,96,51,578,675,5,38,8,727,604,574
10,92.0886,96,51,578,675,5,38,8,727,604,574
10,92.0886,96,51,578,675,5,38,8,727,604,574
10,92.0886,96,51,578,675,5,38,8,727,604,574
10,92.0886,96,51,578,675,5,38,8,727,604,574
10,92.0818,96,578,675,5,38,229,8,334,51,63
10,92.0724,96,578,764,5,38,8,51,727,604,574
10,91.7991,96,51,578,675,5,38,839,8,604,334
10,91.7921,96,578,675,5,38,229,8,51,604,574
10,91.7921,96,578,675,5,38,229,8,51,604,574
10,91.7921,96,578,675,5,38,229,8,51,604,574
10,91.7921,96,578,675,5,38,229,8,51,604,574
10,91.7921,96,578,675,5,38,229,8,51,604,574
10,91.7921,96,578,675,5,38,229,8,51,604,574
10,91.7921,96,578,675,5,38,229,8,51,604,574
10,91.7921,96,578,675,5,38,229,8,51,604,574
10,91.7921,96,578,675,5,38,229,8,51,604,574
10,91.7921,96,578,675,5,38,229,8,51,604,574
10,91.7921,96,578,675,5,38,229,8,51,604,574
10,91.7921,96,578,675,5,38,229,8,51,604,574
10,91.7921,96,578,675,5,38,229,8,51,604,574
10,91.7921,96,578,675,5,38,229,8,51,604,574
10,91.7921,96,578,675,5,38,229,8,51,604,574
10,91.7921,96,578,675,5,38,229,8,51,604,574
10,91.7921,96,578,675,5,38,229,8,51,604,574
10,91.7921,96,578,675,5,38,229,8,51,604,574
10,91.7921,96,578,675,5,38,229,8,51,604,574
10,91.7921,96,578,675,5,38,229,8,51,604,574
10,91.7921,96,578,675,5,38,229,8,51,604,574
10,91.7921,96,578,675,5,38,229,8,51,604,574
10,91.7921,96,578,675,5,38,229,8,51,604,574
10,91.7921,96,578,675,5,38,229,8,51,604,574
10,91.7921,96,578,675,5,38,229,8,51,604,574
10,91.7921,96,578,675,5,38,229,8,51,604,574
10,91.7921,96,578,675,5,38,229,8,51,604,574
10,91.7921,96,578,675,5,38,229,8,51,604,574
10,91.7921,96,578,675,5,38,229,8,51,604,574
10,91.7921,96,578,675,5,38,229,8,51,604,574
10,91.7921,96,578,675,5,38,229,8,51,604,574
10,91.7921,96,578,675,5,38,229,8,51,604,574
10,91.7921,96,578,675,5,38,229,8,51,604,574
10,91.7921,96,578,675,5,38,229,8,51,604,574
10,91.7921,96,578,675,5,38,229,8,51,604,574
10,91.7551,96,51,578,727,5,38,839,8,604,574
10,91.7551,96,51,578,727,5,38,839,8,604,574
10,91.7551,96,51,578,727,5,38,839,8,604,574
