n_nodes,influence,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9
10,110.6574,4,5,7,9,298,586,201,54,536,443
10,110.0825,450,4,5,7,9,310,586,206,54,536
10,109.9345,450,4,5,7,298,586,206,9,536,54
10,109.9345,450,4,5,7,298,586,206,9,536,54
10,109.9345,450,4,5,7,298,586,206,9,536,54
10,109.9345,450,4,5,7,298,586,206,9,536,54
10,109.9345,450,4,5,7,298,586,206,9,536,54
10,109.9345,450,4,5,7,298,586,206,9,536,54
10,109.9345,450,4,5,7,298,586,206,9,536,54
10,109.9345,450,4,5,7,298,586,206,9,536,54
10,109.9345,450,4,5,7,298,586,206,9,536,54
10,109.9345,450,4,5,7,298,586,206,9,536,54
10,109.4769,4,5,443,7,298,586,206,9,536,54
10,109.4769,4,5,443,7,298,586,206,9,536,54
10,109.4769,4,5,443,7,298,586,206,9,536,54
10,109.4769,4,5,443,7,298,586,206,9,536,54
10,109.4769,4,5,443,7,298,586,206,9,536,54
10,109.4769,4,5,443,7,298,586,206,9,536,54
10,109.4769,4,5,443,7,298,586,206,9,536,54
10,109.4769,4,5,443,7,298,586,206,9,536,54
10,109.4769,4,5,443,7,298,586,206,9,536,54
10,109.4769,4,5,443,7,298,586,206,9,536,54
10,109.4769,4,5,443,7,298,586,206,9,536,54
10,109.4769,4,5,443,7,298,586,206,9,536,54
10,109.4769,4,5,443,7,298,586,206,9,536,54
10,109.4769,4,5,443,7,298,586,206,9,536,54
10,109.4769,4,5,443,7,298,586,206,9,536,54
10,109.4769,4,5,443,7,298,586,206,9,536,54
10,109.4769,4,5,443,7,298,586,206,9,536,54
10,109.4769,4,5,443,7,298,586,206,9,536,54
10,109.4769,4,5,443,7,298,586,206,9,536,54
10,109.4769,4,5,443,7,298,586,206,9,536,54
10,109.4769,4,5,443,7,298,586,206,9,536,54
10,109.4769,4,5,443,7,298,586,206,9,536,54
10,109.4769,4,5,443,7,298,586,206,9,536,54
10,109.4769,4,5,443,7,298,586,206,9,536,54
10,109.4769,4,5,443,7,298,586,206,9,536,54
10,109.4769,4,5,443,7,298,586,206,9,536,54
10,109.4769,4,5,443,7,298,586,206,9,536,54
10,109.4769,4,5,443,7,298,586,206,9,536,54
10,109.4769,4,5,443,7,298,586,206,9,536,54
10,109.4769,4,5,443,7,298,586,206,9,536,54
10,109.4769,4,5,443,7,298,586,206,9,536,54
10,109.4769,4,5,443,7,298,586,206,9,536,54
10,109.4769,4,5,443,7,298,586,206,9,536,54
10,109.4769,4,5,443,7,298,586,206,9,536,54
10,109.4769,4,5,443,7,298,586,206,9,536,54
10,109.4769,4,5,443,7,298,586,206,9,536,54
10,109.0467,450,4,5,7,298,586,206,9,372,54
10,109.0467,450,4,5,7,298,586,206,9,372,54
10,109.0467,450,4,5,7,298,586,206,9,372,54
10,109.0467,450,4,5,7,298,586,206,9,372,54
10,109.0467,450,4,5,7,298,586,206,9,372,54
10,109.0467,450,4,5,7,298,586,206,9,372,54
10,109.0467,450,4,5,7,298,586,206,9,372,54
10,109.0467,450,4,5,7,298,586,206,9,372,54
10,109.0467,450,4,5,7,298,586,206,9,372,54
10,109.0467,450,4,5,7,298,586,206,9,372,54
10,109.0467,450,4,5,7,298,586,206,9,372,54
10,109.0467,450,4,5,7,298,586,206,9,372,54
10,108.8624,646,4,5,7,9,298,586,206,54,536
10,108.8228,4,5,7,9,298,586,206,506,54,443
10,108.5891,4,5,443,7,298,586,206,9,372,54
10,108.5891,4,5,443,7,298,586,206,9,372,54
