n_nodes,influence,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9
10,34.0295,293,777,684,46,499,401,659,597,344,507
10,33.9962,293,777,684,46,366,401,659,597,157,507
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
10,33.9375,401,344,46,659,777,684,366,293,507,597
