n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
120,155,52,369,202,64.63,15.05,15.36
245,79,46,34,10,90.84,22.34,22.840000000000003
205,281,469,148,409,48.07,10.95,11.240000000000002
391,30,113,266,274,54.16,12.44,13.480000000000002
184,141,399,88,423,60.73,14.96,15.200000000000005
54,134,109,482,474,69.37,20.85,21.59999999999999
13,424,328,413,133,67.41,16.81,18.28
409,139,99,84,158,70.87,15.58,15.960000000000004
148,321,444,374,491,48.17,11.27,11.520000000000001
437,434,450,190,44,63.63,13.79,14.28
432,310,172,343,198,53.42,11.58,12.760000000000002
259,127,91,126,242,65.86,13.04,13.560000000000002
143,45,483,478,418,65.68,13.54,13.719999999999999
443,482,280,430,153,65.34,13.41,14.319999999999997
3,465,149,293,360,89.13,33.72,36.559999999999995
451,159,434,391,260,63.32,13.67,14.12
99,211,216,306,147,58.55,12.35,12.64
220,231,82,119,156,65.29,13.3,14.320000000000004
132,416,408,22,41,82.21,20.64,23.439999999999994
23,236,320,143,265,61.91,14.91,15.840000000000003
273,331,241,358,175,52.96,12.06,12.360000000000003
74,344,100,34,211,62.4,16.06,16.04
467,103,325,323,225,69.54,18.68,18.119999999999994
141,94,182,223,382,60.23,12.52,13.44
301,164,324,285,101,59.63,11.63,12.520000000000001
463,165,51,429,31,58.56,14.09,14.120000000000003
362,117,142,391,298,64.85,12.13,13.000000000000002
315,441,121,62,169,62.12,13.68,13.759999999999998
478,90,148,235,13,73.1,18.62,19.120000000000005
21,182,357,42,458,58.0,14.82,15.16
493,488,146,376,345,48.19,11.36,11.440000000000001
491,167,9,165,147,82.58,24.91,24.28
164,494,78,396,333,59.09,11.81,12.16
210,441,482,445,317,73.03,17.75,20.799999999999986
348,418,39,150,316,61.37,16.73,16.92
98,457,227,149,69,62.28,14.92,15.0
128,195,306,492,81,59.77,15.89,15.559999999999997
169,293,4,186,22,84.88,25.93,26.76
232,86,186,401,411,52.65,10.02,10.4
185,148,292,49,224,63.84,16.2,15.639999999999997
106,217,469,106,58,52.88,12.96,15.599999999999998
30,31,28,377,86,73.43,18.67,20.240000000000002
304,346,496,76,310,45.96,9.96,10.2
20,279,251,298,127,75.39,18.67,19.439999999999998
164,18,62,427,270,87.76,23.52,23.879999999999995
149,396,209,333,102,66.25,15.21,17.119999999999994
244,103,123,224,210,63.42,16.23,17.519999999999992
251,18,112,215,227,74.68,21.42,20.799999999999997
127,331,455,219,425,50.49,11.88,12.639999999999997
110,255,96,16,18,73.69,22.36,23.839999999999993
130,129,124,269,106,55.19,13.69,14.239999999999997
395,118,213,445,133,71.35,15.12,15.959999999999996
72,166,26,456,475,54.24,16.31,15.839999999999998
161,289,59,291,206,50.75,12.28,12.16
492,461,334,334,445,58.74,12.39,16.439999999999994
404,367,381,20,253,90.68,24.05,24.839999999999993
198,47,220,107,476,62.88,15.9,15.400000000000002
447,293,460,483,473,37.49,9.79,9.56
84,172,151,336,241,60.02,15.45,15.400000000000002
409,461,328,161,417,47.91,10.0,10.200000000000001
215,270,110,335,410,55.11,12.79,13.080000000000002
351,410,137,173,472,45.39,11.38,12.240000000000002
200,489,254,38,439,64.12,15.06,16.16
497,143,492,321,342,43.38,12.3,11.359999999999998
97,22,202,460,317,71.59,18.58,19.96
65,392,495,137,341,60.81,12.34,12.56
438,30,445,85,352,69.73,17.88,17.04
325,237,291,241,382,54.96,12.4,12.440000000000001
206,474,199,111,408,56.95,13.47,14.639999999999993
1,108,472,80,6,81.34,23.7,24.520000000000007
312,448,131,59,202,68.27,15.27,15.079999999999997
414,394,400,195,449,51.07,11.37,11.04
113,281,27,449,486,65.81,15.4,15.640000000000004
103,82,343,311,169,67.67,17.14,17.04
419,456,287,396,401,43.46,9.92,9.88
241,468,269,225,13,74.52,18.76,18.759999999999998
40,17,356,304,57,78.59,18.88,19.28
250,287,442,131,311,60.51,14.95,14.239999999999997
396,71,21,185,40,74.61,19.36,18.48
393,450,267,463,5,69.44,19.36,19.439999999999998
152,428,177,423,38,72.5,16.57,15.559999999999999
43,491,278,232,195,48.6,12.51,11.880000000000003
105,403,159,198,119,64.16,13.67,15.000000000000002
388,249,438,494,204,37.78,9.53,10.08
48,39,58,468,317,79.31,22.76,22.799999999999997
408,453,187,262,222,64.99,15.67,15.239999999999995
212,439,364,397,227,61.02,13.3,12.920000000000002
34,321,451,481,100,60.25,13.02,13.119999999999997
326,154,476,428,245,47.61,12.87,12.199999999999996
216,60,408,285,85,64.16,15.3,15.32
190,447,83,90,361,63.06,13.71,13.68
76,167,253,440,173,58.64,14.5,13.800000000000002
132,277,498,462,2,67.86,17.85,19.359999999999996
363,86,2,331,159,54.08,15.35,16.04
61,279,56,249,402,62.84,14.74,15.279999999999998
366,307,247,269,38,57.51,14.49,14.36
266,125,210,433,150,59.81,14.98,14.319999999999999
182,117,392,92,442,47.33,13.28,13.400000000000002
320,0,346,27,312,89.61,27.48,28.639999999999997
464,160,278,467,465,41.96,9.92,9.76
