n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
978,883,970,869,57,8.99,7.96,7.730000000000001
93,86,369,855,173,12.46,8.37,8.97
753,828,685,874,315,9.4,6.98,7.220000000000001
257,620,217,621,36,16.3,10.55,11.070000000000004
595,697,162,441,653,9.34,7.48,7.440000000000002
402,822,740,880,521,7.54,6.62,6.660000000000001
972,380,557,958,455,7.99,7.23,7.210000000000002
514,274,922,36,891,16.56,10.65,10.610000000000001
28,372,476,954,326,14.78,12.66,11.659999999999997
929,389,433,913,905,9.09,6.68,7.050000000000002
538,168,573,181,241,12.74,8.32,9.759999999999996
236,24,180,332,177,17.06,11.88,12.110000000000003
139,522,522,368,526,8.85,6.69,8.030000000000003
690,573,186,915,456,9.06,7.36,7.250000000000002
815,424,752,537,928,9.92,6.88,7.160000000000001
930,781,372,808,607,9.76,7.47,7.5500000000000025
362,370,879,984,456,9.51,7.65,7.5100000000000025
165,977,772,409,732,10.8,7.18,7.530000000000002
756,472,670,543,255,11.3,8.91,8.219999999999999
501,285,947,510,512,9.87,6.93,7.500000000000002
527,851,815,362,677,9.31,7.42,7.570000000000002
904,465,921,924,472,7.76,6.57,6.630000000000001
359,581,743,942,570,10.34,8.51,8.469999999999999
741,467,498,674,227,9.14,7.76,7.280000000000001
963,332,834,716,855,10.18,6.85,7.340000000000002
170,897,929,631,274,10.01,7.38,7.3900000000000015
791,933,491,316,310,8.37,7.31,6.940000000000001
980,818,723,851,516,8.05,6.45,6.740000000000003
575,530,519,667,630,13.08,8.94,8.29
602,416,319,748,212,15.12,9.33,9.82
500,524,375,956,700,12.29,8.37,8.469999999999999
638,903,77,803,840,11.85,8.94,8.5
349,743,8,929,834,14.9,9.36,9.780000000000005
195,762,108,60,588,12.16,8.49,8.720000000000002
668,50,279,605,232,11.33,9.08,8.57
698,896,937,108,772,9.33,8.21,7.9300000000000015
534,139,874,272,250,9.14,7.05,7.070000000000002
844,215,966,901,61,14.03,8.97,9.39
433,919,734,777,32,13.8,8.1,8.360000000000003
58,371,368,176,255,14.47,9.53,9.63
688,24,84,117,977,18.7,12.62,12.750000000000002
69,25,41,746,940,16.24,12.73,12.549999999999999
21,382,261,130,832,13.03,10.12,9.860000000000003
958,160,752,188,535,10.08,7.8,7.560000000000002
708,1,394,603,44,17.4,11.02,11.379999999999997
813,253,155,994,37,11.27,8.61,8.690000000000001
4,352,960,630,642,23.33,14.08,14.210000000000003
760,765,115,292,345,11.33,7.62,7.790000000000002
500,31,315,459,564,10.9,8.17,8.330000000000002
784,619,757,46,923,10.78,8.61,8.410000000000002
270,773,411,883,636,9.43,7.67,7.690000000000003
722,157,484,981,230,12.51,8.93,8.580000000000002
95,676,703,323,858,13.49,8.41,8.629999999999999
104,24,458,807,895,16.63,10.21,10.800000000000002
970,130,530,598,799,12.43,8.64,8.37
402,498,527,335,147,10.01,7.6,7.790000000000001
895,982,349,265,268,10.2,8.21,7.980000000000001
620,993,429,668,18,16.75,11.7,11.750000000000004
716,571,982,143,686,9.52,7.26,7.430000000000002
58,259,34,134,165,17.53,12.42,11.469999999999999
174,98,464,650,237,11.51,8.62,9.39
520,938,725,956,32,14.19,8.93,9.44
252,238,731,455,75,12.4,8.31,7.990000000000001
256,82,605,233,639,12.91,8.8,8.700000000000001
810,819,638,726,368,10.28,8.58,7.820000000000002
262,700,433,285,538,10.18,7.84,8.43
768,4,154,36,393,23.39,16.61,15.770000000000003
418,164,113,524,741,12.73,9.45,9.41
89,246,104,102,20,19.04,12.59,13.299999999999997
186,768,237,107,222,13.35,8.76,8.500000000000002
25,533,685,475,464,10.76,8.39,8.540000000000001
317,548,657,389,217,11.51,8.32,8.62
701,928,778,986,215,11.33,8.84,8.630000000000003
746,825,444,435,523,9.73,7.13,7.2200000000000015
21,595,605,52,902,12.52,10.47,10.170000000000003
428,951,537,595,185,10.35,8.14,7.700000000000001
942,96,679,821,491,10.78,8.83,8.359999999999998
374,19,531,983,943,12.65,9.67,9.780000000000003
121,625,375,296,706,9.08,7.66,7.680000000000002
954,381,315,19,895,14.96,10.12,10.88
701,422,103,107,313,11.91,9.12,9.15
203,860,793,688,845,13.36,8.35,9.37
16,831,462,61,420,17.36,10.26,10.280000000000001
652,497,474,213,910,9.57,7.44,7.3000000000000025
602,628,75,5,291,17.15,10.63,11.23
24,381,313,957,740,14.61,11.28,11.410000000000002
78,224,773,502,196,11.18,7.96,7.880000000000003
118,585,382,401,733,10.05,7.09,7.410000000000001
474,143,771,353,404,13.26,8.47,9.069999999999999
908,124,260,124,125,12.2,8.01,10.219999999999999
82,631,870,342,656,9.45,8.32,7.910000000000002
400,982,217,709,107,9.83,8.05,8.030000000000003
25,633,674,481,795,11.37,8.57,8.57
44,740,722,509,297,14.49,10.7,10.4
366,982,468,144,817,10.97,8.58,8.770000000000003
383,275,495,538,886,13.12,8.16,8.789999999999997
489,736,977,745,823,13.28,8.16,8.49
429,954,503,856,696,10.51,8.88,7.799999999999999
303,404,237,160,500,14.6,8.98,9.07
610,265,561,437,712,9.85,7.91,7.560000000000002
