n_nodes,influence,n0
1,79.3000,7
1,79.3000,7
1,79.3000,7
1,79.3000,7
1,79.3000,7
1,79.3000,7
1,79.3000,7
1,79.3000,7
1,79.3000,7
1,79.3000,7
1,79.3000,7
1,79.3000,7
1,79.3000,7
1,79.3000,7
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
1,54.7600,13
