n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
15,37,34,8,23,12.94,9.85,11.04
38,30,40,37,4,14.59,11.53,12.200000000000003
38,0,30,16,35,16.53,12.77,13.280000000000003
14,12,45,30,34,14.61,10.31,11.36
35,30,25,40,9,13.54,9.66,9.959999999999999
14,40,9,33,24,13.9,10.65,10.960000000000003
47,0,42,49,4,16.11,14.13,15.720000000000006
10,48,37,2,19,14.83,11.2,11.64
49,1,17,30,38,12.83,10.43,10.280000000000001
46,24,45,27,25,13.03,9.53,9.52
46,36,28,8,23,15.37,11.58,12.480000000000002
6,2,8,31,13,16.26,13.55,14.08
16,43,27,49,40,12.58,9.62,9.799999999999999
19,26,32,24,36,13.26,10.26,10.680000000000001
22,34,37,26,37,11.78,7.26,9.52
14,21,43,1,17,12.74,8.72,9.36
38,42,44,10,44,11.57,8.82,11.920000000000002
20,34,36,36,6,13.97,10.2,13.32
45,41,13,40,36,12.82,10.17,10.68
17,18,7,4,30,17.06,13.59,16.400000000000002
40,30,5,22,4,14.91,12.12,13.480000000000002
26,9,1,18,27,14.12,12.03,13.04
49,26,7,2,38,14.68,11.5,12.600000000000001
39,48,2,24,45,12.61,10.15,10.64
37,21,35,17,32,12.33,9.34,9.64
15,2,19,0,4,17.01,14.37,16.200000000000003
6,38,34,2,12,15.52,12.46,13.16
26,18,39,16,9,15.22,11.86,12.719999999999999
44,2,21,20,23,13.72,10.95,12.040000000000001
8,24,24,29,33,12.76,10.06,11.920000000000002
24,41,38,43,35,11.71,9.07,9.280000000000001
6,39,32,17,27,15.28,11.17,11.719999999999999
40,46,45,15,19,12.84,10.28,10.2
27,16,33,19,35,13.26,10.16,10.200000000000001
21,0,26,37,20,16.62,13.08,14.400000000000002
1,24,39,37,40,10.9,8.39,8.56
8,3,40,40,21,16.03,13.78,15.720000000000002
29,22,43,22,38,10.96,7.58,10.120000000000001
45,17,47,31,1,12.57,8.99,9.44
37,3,43,1,23,15.88,12.85,14.400000000000004
16,40,29,19,37,13.43,9.7,9.48
38,20,11,23,11,11.65,9.01,12.960000000000003
20,48,23,38,16,13.05,10.37,11.240000000000002
19,24,6,49,1,14.82,11.49,11.6
36,43,47,8,19,14.01,10.27,10.799999999999999
32,14,41,17,15,14.13,10.88,11.240000000000002
20,11,43,27,41,13.93,11.79,12.0
44,6,6,38,20,13.49,11.12,15.44
21,43,14,28,10,14.33,11.52,12.080000000000002
5,21,47,41,13,15.23,10.57,11.52
36,28,17,14,7,15.63,11.77,13.040000000000001
2,33,12,20,36,14.29,12.03,13.360000000000001
11,17,21,41,5,13.52,10.33,11.440000000000001
39,22,37,8,26,14.53,10.85,11.16
18,33,17,29,22,15.6,11.46,12.240000000000002
40,26,18,26,36,11.72,8.71,10.72
26,2,26,9,12,12.58,9.84,12.52
0,30,39,32,27,14.76,11.74,12.4
35,45,14,2,47,14.74,10.0,10.600000000000001
29,48,42,47,33,13.57,9.88,10.16
18,34,21,14,4,16.42,13.55,14.320000000000002
37,18,7,15,2,15.36,11.33,13.04
2,44,32,12,27,15.59,11.03,12.68
36,3,0,30,47,16.59,15.41,16.720000000000006
7,10,32,19,15,14.55,10.91,12.4
42,1,33,34,26,11.74,9.83,9.920000000000002
3,39,7,21,8,16.89,15.04,15.880000000000003
16,34,30,3,22,15.86,13.5,14.8
14,12,7,34,7,14.08,10.22,14.479999999999999
10,15,17,8,0,14.72,13.58,15.400000000000004
31,40,36,25,3,16.91,13.13,14.440000000000003
48,17,15,17,39,11.47,8.07,10.96
33,33,27,3,30,13.69,11.07,14.080000000000004
20,49,0,3,49,14.65,13.6,15.280000000000003
8,2,7,3,4,16.76,15.86,17.240000000000006
30,2,45,5,32,14.82,11.08,11.760000000000002
32,31,20,10,20,12.26,9.36,13.280000000000001
4,22,24,41,24,13.55,10.2,13.000000000000004
37,19,23,16,12,15.11,11.08,11.36
21,27,7,8,35,15.62,11.52,12.64
0,45,46,24,5,14.66,11.76,12.480000000000002
36,11,2,23,29,14.29,10.88,12.040000000000003
38,41,34,24,40,12.85,9.59,9.520000000000001
2,39,27,3,23,16.28,13.26,15.160000000000004
40,31,48,44,20,13.42,10.29,10.840000000000002
26,44,26,29,1,10.74,7.84,10.320000000000002
15,13,34,17,44,14.68,10.6,11.640000000000002
37,4,27,14,27,14.64,11.41,14.680000000000003
8,1,20,23,35,13.45,9.71,11.32
16,7,29,44,7,12.89,8.8,12.6
46,42,33,24,42,11.4,7.7,9.760000000000002
6,46,20,36,34,15.29,11.79,12.879999999999999
6,37,45,0,30,15.86,12.54,13.479999999999999
9,15,49,24,2,14.75,11.94,12.440000000000001
33,5,36,6,42,15.04,11.83,12.760000000000002
24,11,1,21,7,13.99,10.36,10.44
1,7,43,30,44,14.39,11.14,11.120000000000001
18,37,19,5,2,15.39,12.06,12.32
49,36,32,33,45,14.66,10.31,11.08
15,6,35,47,6,12.39,8.92,13.479999999999997
