n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
331,970,154,404,666,878.01,86.33,90.32000000000006
49,74,840,548,96,877.09,125.41,185.48000000000016
374,596,59,931,519,877.38,55.42,61.760000000000005
219,38,88,444,428,877.06,96.43,108.44000000000001
71,246,92,564,434,875.65,71.24,83.24
60,846,579,126,970,876.04,67.42,71.6
228,645,642,596,970,874.97,49.29,52.15999999999999
63,590,599,406,50,876.54,94.87,98.60000000000007
999,226,47,570,879,877.57,107.06,107.36000000000007
136,296,429,147,553,875.23,46.94,50.35999999999999
120,584,315,573,835,876.92,53.85,59.83999999999999
698,185,105,595,584,877.25,68.13,70.99999999999997
654,192,381,99,560,872.87,101.48,120.08000000000007
729,64,577,61,633,874.74,74.8,76.76
210,508,696,544,437,876.04,94.67,118.52000000000011
795,321,476,599,945,876.95,45.78,45.8
464,370,306,254,813,875.27,71.56,76.40000000000005
184,715,798,249,83,876.32,76.13,82.88000000000001
588,307,537,506,896,877.65,60.04,61.76
351,746,459,294,623,876.73,56.52,57.55999999999999
74,120,524,428,168,876.31,119.95,144.56000000000012
775,350,155,955,500,875.34,66.2,66.44
431,40,985,684,79,876.88,111.71,113.72000000000004
782,571,586,808,896,878.61,46.79,48.67999999999999
837,321,348,711,358,875.96,48.07,51.19999999999999
608,508,593,816,467,875.92,82.01,108.3200000000001
70,860,95,967,276,877.31,61.87,64.28
485,713,680,66,62,878.42,80.03,84.44000000000005
748,718,317,662,591,876.41,104.13,127.76000000000013
697,841,456,291,733,875.09,31.01,31.759999999999998
395,908,684,355,23,876.5,113.52,131.60000000000008
963,472,363,172,625,875.52,47.55,46.75999999999999
119,505,60,223,786,875.45,73.19,80.12
294,132,756,253,407,875.97,93.2,98.24000000000007
400,938,892,508,82,877.62,116.01,144.08000000000013
170,459,411,562,284,876.44,67.59,70.88
904,140,838,440,884,876.31,65.74,68.35999999999999
563,285,723,425,367,875.42,98.61,122.72000000000011
699,905,389,980,236,876.84,36.59,37.879999999999995
154,84,180,154,237,874.55,85.48,100.4
674,238,12,496,851,876.47,123.07,133.04000000000002
603,186,269,288,4,875.5,172.09,233.9600000000001
149,429,547,378,624,879.67,58.67,59.11999999999999
579,326,975,128,707,877.48,88.64,92.00000000000004
879,527,973,632,670,875.02,57.73,61.15999999999998
692,757,55,467,921,878.95,39.86,45.79999999999999
891,798,974,895,696,877.98,44.3,41.84
817,572,401,407,408,876.19,86.41,90.80000000000007
403,106,493,649,410,878.37,59.71,65.72
63,195,68,213,451,875.68,103.13,120.44000000000004
166,112,348,615,53,877.61,70.48,75.19999999999999
104,0,580,154,549,877.19,205.15,245.60000000000002
103,971,372,628,26,876.81,118.24,124.76000000000008
72,895,212,628,385,877.45,102.13,118.04000000000008
152,649,258,978,355,875.1,57.82,61.64
616,372,485,125,118,877.43,72.77,87.2
869,499,477,491,495,876.26,37.85,39.19999999999999
319,87,147,104,767,877.26,69.56,71.0
350,758,271,490,848,876.57,53.17,54.56000000000001
708,165,528,23,210,874.53,139.91,176.12000000000012
973,974,540,370,150,874.46,54.65,54.55999999999999
706,556,936,27,776,877.62,90.88,99.67999999999996
540,305,658,884,93,878.54,91.46,118.7600000000001
712,865,267,530,375,875.53,80.03,83.24000000000007
930,171,364,790,228,875.43,65.57,68.47999999999999
545,554,797,514,337,875.64,89.36,92.60000000000005
651,228,627,830,807,876.3,62.57,66.44
776,873,199,825,245,873.86,50.04,52.759999999999984
837,410,757,822,232,875.49,52.65,52.64000000000001
204,530,504,364,748,876.84,104.34,128.6000000000001
29,28,809,286,483,875.49,131.48,149.72000000000006
265,198,709,619,979,877.21,81.23,83.72
352,457,827,959,740,877.61,83.69,104.00000000000011
357,977,997,373,82,878.07,67.02,70.76
225,104,232,481,201,876.96,62.23,62.48
345,209,494,639,921,878.26,94.28,96.20000000000006
624,860,1,490,931,877.9,51.63,52.879999999999995
668,352,818,658,86,876.38,75.2,83.36000000000004
854,676,122,931,397,876.53,57.68,57.56000000000002
801,728,768,204,489,877.68,79.66,82.76000000000002
910,182,444,808,651,875.53,64.66,69.20000000000002
340,88,820,968,994,877.97,45.67,51.8
739,405,474,411,761,875.16,88.86,89.84000000000007
969,86,742,162,174,876.77,59.12,66.55999999999999
130,28,154,604,926,875.49,94.83,103.52000000000004
476,825,671,149,626,876.65,36.98,39.55999999999999
846,610,485,673,959,875.47,75.11,81.80000000000007
358,159,561,561,134,875.2,112.8,127.52000000000007
21,14,818,994,743,876.49,125.86,139.16000000000003
665,105,539,767,956,875.76,83.38,89.00000000000006
142,444,892,199,845,875.09,120.16,147.80000000000013
894,216,28,257,217,878.03,113.41,131.00000000000003
299,513,246,782,600,875.11,67.37,72.68
333,265,557,429,854,878.0,51.62,52.15999999999998
134,62,931,757,362,875.54,117.88,143.36000000000013
919,469,678,597,834,877.09,39.89,40.16
925,529,430,846,939,878.64,49.02,49.64
899,513,133,544,155,877.65,94.11,99.32000000000005
536,522,19,893,450,874.94,112.11,117.20000000000003
795,187,623,4,794,877.37,164.53,197.72000000000003
