n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
1275,523,1519,734,1628,237.61,22.88,21.199999999999985
1414,1930,1723,1515,1335,239.23,16.56,17.47999999999999
1888,1085,59,1721,953,248.05,17.52,17.559999999999995
1589,1931,510,1329,106,204.38,14.73,14.480000000000002
1845,321,231,761,960,218.22,15.15,15.079999999999998
1778,504,779,1113,208,260.66,14.52,15.839999999999996
1175,510,26,1497,443,283.71,23.88,23.479999999999997
835,572,372,1876,1776,232.99,12.01,13.040000000000001
1568,797,326,1560,1632,201.58,19.56,18.11999999999999
147,284,1265,1264,911,198.78,17.01,17.87999999999999
259,270,3,1991,1784,350.59,78.08,77.32000000000006
10,428,1584,441,1966,298.52,29.68,30.039999999999996
339,1786,340,592,642,235.71,17.32,17.48
1969,407,1104,1794,1388,231.68,15.27,14.920000000000002
1281,419,372,1927,1983,157.89,12.38,12.960000000000003
1414,403,1979,1976,1830,230.37,12.59,13.120000000000001
784,611,44,739,849,298.17,24.85,25.87999999999999
339,1916,298,540,133,226.6,19.09,19.79999999999999
679,617,1674,1235,1200,147.12,11.15,10.84
6,1220,1388,1449,692,329.23,43.34,41.63999999999998
135,634,727,1676,626,257.55,17.63,18.71999999999999
984,1426,646,378,985,198.13,12.75,12.520000000000001
967,1443,360,116,524,241.54,20.63,20.359999999999992
1997,1923,46,1944,1535,240.96,14.4,15.719999999999999
732,1730,827,37,1124,196.33,14.72,13.680000000000001
1613,857,749,770,1184,247.7,14.2,14.199999999999996
1722,18,927,95,1449,307.82,34.06,34.679999999999986
370,1277,1956,1954,402,121.04,9.48,9.6
243,1547,503,1903,1678,271.31,21.84,20.15999999999999
1929,946,705,1049,726,219.26,12.99,13.32
1828,1074,513,1588,947,233.41,18.25,18.279999999999987
221,1207,1532,1599,1632,189.58,15.38,15.679999999999996
752,1760,605,75,886,253.88,16.11,18.75999999999999
1936,186,426,697,1050,169.24,14.4,14.199999999999998
1250,742,1880,303,696,262.8,19.87,20.839999999999986
564,1892,1438,1116,188,263.37,17.9,18.679999999999986
639,1404,648,627,363,261.28,17.6,17.16
1635,160,1283,304,1476,218.62,19.36,19.72
1411,633,990,330,1474,196.75,13.09,13.079999999999998
99,165,1230,1092,1891,245.19,14.08,14.520000000000003
831,65,486,1516,1216,223.8,15.52,15.560000000000002
704,1692,512,933,1333,187.91,12.03,12.08
863,298,114,1876,1307,234.21,13.92,15.080000000000002
67,1641,1010,684,1717,244.86,15.63,18.0
424,267,1498,1155,1945,237.92,14.43,13.759999999999998
271,1291,1836,1613,847,201.54,11.54,11.68
218,345,889,763,305,258.31,22.43,22.399999999999988
120,1730,861,603,289,218.95,15.38,15.44
928,1888,1270,1745,346,211.87,13.19,13.08
1998,1069,928,1966,999,145.7,9.96,10.24
1410,1494,650,981,561,162.18,14.86,15.679999999999989
596,962,826,1847,300,167.66,11.93,11.32
230,772,1683,1089,1965,234.64,14.22,13.840000000000003
367,1284,1919,1022,1777,207.71,19.79,20.799999999999976
693,368,182,1007,557,280.28,19.81,19.92
1055,1601,1122,1776,1029,172.93,15.11,14.599999999999987
739,129,1609,1628,1586,217.79,15.55,15.559999999999997
728,1422,1203,1359,70,251.61,16.02,16.96
1555,626,744,1145,1442,177.3,11.06,11.040000000000001
1368,575,1710,994,542,181.99,10.85,10.64
1576,1414,1466,601,1959,214.57,15.89,16.48
1936,696,1330,365,1189,181.36,12.08,12.8
1744,23,971,1120,1584,285.78,26.2,25.839999999999993
513,667,1375,560,948,212.29,14.07,13.160000000000004
591,1672,1024,1325,1379,196.28,15.41,17.839999999999982
1633,730,712,560,1319,174.38,12.07,11.920000000000002
707,1511,1920,1696,836,161.0,11.72,11.480000000000002
716,1888,1726,353,1781,281.27,19.98,21.2
1775,1409,921,1999,746,188.16,11.75,11.88
1958,684,1061,290,1084,210.72,17.04,16.08
340,406,1713,741,1919,179.47,12.96,12.84
1748,977,579,1416,161,189.46,13.31,13.519999999999998
1473,1373,1495,853,351,215.56,14.16,15.47999999999999
1263,1598,1917,1189,1057,141.09,10.84,10.719999999999999
1363,1917,861,619,1277,118.98,10.21,10.04
1132,1586,1775,1304,554,148.66,10.04,10.64
1475,56,400,327,1201,261.23,19.85,19.839999999999996
903,1278,1331,370,448,170.97,12.91,13.28
1554,1404,369,1292,1471,158.2,11.29,11.360000000000001
85,965,463,339,110,228.49,16.83,17.28
1826,273,226,649,1982,225.3,13.27,13.52
371,988,396,1122,73,261.99,21.23,21.439999999999987
850,952,719,778,1356,160.89,12.09,11.880000000000003
1252,147,1208,418,487,213.74,16.37,17.67999999999999
1470,1849,765,1,717,204.39,13.45,12.840000000000003
830,1949,570,1752,839,191.31,17.06,18.11999999999999
1774,235,1410,1702,1120,192.84,12.68,13.759999999999998
765,1975,73,1126,1256,278.92,23.34,23.879999999999985
617,194,604,1116,1049,242.87,20.05,19.599999999999998
695,1947,1189,600,1962,193.34,13.59,13.159999999999998
720,1676,264,858,838,202.6,11.58,12.520000000000003
1665,1154,1315,1102,756,171.45,11.14,11.48
957,291,321,1220,783,249.55,20.1,18.55999999999999
1154,976,1960,407,1982,156.25,11.21,11.84
272,1246,186,719,1681,217.54,17.19,16.759999999999994
1829,1355,1,782,221,240.6,16.69,16.48
667,1158,1876,1259,1104,194.37,11.87,11.56
288,666,1289,1795,1825,220.31,13.77,14.16
1155,769,879,884,463,237.8,13.37,13.52
1010,596,982,1991,1450,158.33,11.71,11.320000000000002
