n_nodes,influence,n0,n1
2,58.3020,8,5
2,58.3020,8,5
2,58.3020,8,5
2,58.3020,8,5
2,58.3020,8,5
2,58.3020,8,5
2,58.3020,8,5
2,58.3020,8,5
2,58.3020,8,5
2,58.3020,8,5
2,58.3020,8,5
2,58.3020,8,5
2,58.3020,8,5
2,58.3020,8,5
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
2,56.7086,8,4
