n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
137,582,867,821,782,399.71,18.45,18.92
64,261,120,507,779,410.77,24.25,24.23
460,483,667,388,807,419.44,21.88,20.9
214,96,499,29,914,420.46,40.1,44.810000000000045
855,399,443,622,780,380.44,22.24,21.680000000000003
785,2,712,456,272,425.13,30.98,30.200000000000017
738,821,234,605,967,376.88,23.06,22.970000000000013
104,923,325,31,22,433.66,38.76,39.71
26,665,554,9,961,429.4,66.63,67.55000000000003
902,390,702,221,992,364.14,15.53,15.53
432,743,29,540,227,414.67,24.8,25.700000000000006
782,448,961,507,566,395.13,19.61,21.11
238,353,236,693,224,416.4,29.03,29.600000000000005
779,470,975,296,948,332.48,11.95,11.689999999999998
22,426,857,938,569,413.23,22.95,24.26
944,657,102,190,644,380.83,23.53,25.730000000000015
741,880,303,123,760,380.75,17.39,17.78
340,917,738,996,728,396.53,25.07,22.370000000000015
512,958,990,432,519,399.43,17.33,17.66
849,932,686,194,310,421.91,18.89,18.74
290,601,996,903,511,392.73,20.35,20.630000000000003
866,963,517,402,603,385.99,14.14,14.18
873,35,491,248,761,403.11,24.09,26.3
816,413,424,680,177,380.61,26.21,25.910000000000014
375,561,903,719,794,370.56,15.0,15.529999999999998
690,755,383,88,449,430.87,32.27,32.84000000000002
679,520,110,797,167,397.29,21.21,22.400000000000002
533,860,402,379,501,364.13,15.67,15.169999999999998
750,30,480,44,315,429.34,46.23,46.16000000000003
720,868,629,607,592,401.04,17.92,18.500000000000007
403,662,174,172,514,418.13,33.64,32.780000000000015
232,12,789,204,552,427.01,40.0,40.550000000000026
942,880,561,237,414,349.79,18.47,17.689999999999998
526,352,975,867,591,378.84,17.37,17.540000000000003
361,470,931,275,675,383.21,18.19,18.47
561,623,980,746,5,429.94,42.24,44.72000000000003
392,802,877,840,977,361.15,15.75,15.709999999999999
907,960,758,524,828,398.28,27.25,27.380000000000013
132,531,796,574,210,411.01,34.1,37.19000000000003
436,972,57,492,890,406.2,35.05,31.520000000000017
373,583,567,204,963,386.56,17.12,17.419999999999998
516,423,496,832,365,363.32,13.88,14.959999999999997
424,354,1,551,553,388.46,19.93,19.609999999999996
638,805,627,339,469,399.44,22.9,24.23
614,28,823,235,650,426.27,44.39,46.04000000000004
181,563,598,185,881,408.41,24.04,23.03
93,817,564,816,871,389.05,26.61,28.88000000000002
836,953,261,33,861,416.26,28.46,30.65000000000002
966,689,72,85,888,399.77,31.94,30.380000000000017
17,463,14,772,773,423.28,59.32,60.86000000000003
287,255,275,112,816,412.82,22.57,23.33
639,189,352,297,71,416.9,25.97,27.2
171,163,261,540,974,393.62,20.73,20.059999999999995
172,672,279,663,728,384.72,23.33,24.020000000000014
301,465,719,329,508,393.19,27.79,28.310000000000013
485,116,24,319,395,432.4,37.98,38.39
351,431,815,192,264,384.02,30.25,34.25000000000003
111,259,921,747,522,391.82,27.26,28.460000000000015
214,988,620,442,836,416.55,30.72,32.21000000000002
998,21,230,18,406,431.86,50.46,52.04000000000002
149,36,736,982,164,424.74,46.32,44.990000000000016
456,721,518,694,436,386.96,16.69,16.52
557,852,225,999,645,401.5,22.42,23.360000000000003
816,711,528,461,228,359.01,14.97,15.469999999999999
536,664,31,404,691,413.58,37.37,40.31000000000003
589,822,328,675,646,385.5,16.84,16.819999999999997
436,60,755,305,128,424.0,33.61,34.34000000000002
991,217,896,48,313,417.93,21.45,21.95
72,879,78,317,939,428.41,35.07,39.98000000000003
961,305,761,162,426,412.12,22.06,21.44
578,258,133,8,574,420.92,41.59,45.680000000000014
899,870,38,604,839,421.87,20.47,18.83
222,985,922,583,471,410.01,17.46,17.119999999999997
175,847,888,890,997,392.77,21.06,19.97
798,720,637,521,38,415.93,27.6,29.12000000000001
387,205,355,101,210,419.98,31.52,30.590000000000014
587,690,918,443,605,408.8,28.1,28.850000000000016
198,504,106,960,681,418.53,26.69,27.080000000000002
399,303,516,511,17,412.5,31.8,34.76000000000002
333,626,892,411,921,405.97,27.99,26.540000000000013
288,18,160,205,878,433.72,43.77,45.23000000000002
335,830,576,801,138,407.69,23.72,23.000000000000004
347,439,218,272,690,395.56,20.22,20.029999999999998
98,857,388,954,560,387.73,15.13,15.77
352,936,903,857,703,362.34,17.61,17.0
547,496,786,545,240,424.57,23.49,26.270000000000014
66,742,41,86,136,419.93,34.0,36.110000000000014
173,170,932,551,218,413.71,24.25,24.44
274,777,340,614,518,382.46,14.62,15.29
861,261,376,346,348,392.01,16.63,17.209999999999997
116,298,240,888,966,425.18,31.34,30.290000000000017
618,798,977,732,908,356.55,21.96,21.710000000000015
500,138,593,564,788,333.59,14.74,15.019999999999998
106,328,40,416,74,424.71,39.75,41.72000000000001
389,886,807,150,848,366.57,25.57,27.500000000000014
128,349,117,629,601,425.15,30.06,32.720000000000006
800,948,387,78,584,422.78,20.88,21.739999999999995
563,229,579,83,975,405.38,22.07,21.799999999999997
273,373,912,302,577,360.55,15.26,15.889999999999997
547,947,117,468,918,413.4,27.43,27.32
