n_nodes,influence,n0,n1,n2,n3,n4,n5,n6
7,347.3200,36,7,4,8,43,22,20
7,347.3200,36,7,4,8,43,22,20
7,347.3200,36,4,7,8,43,22,20
7,347.3200,36,7,4,8,43,22,20
7,347.3200,36,7,4,8,43,22,20
7,347.3200,36,7,4,8,43,22,20
7,347.3200,36,7,4,8,43,22,20
7,334.2400,4,7,436,8,43,20,22
7,330.7300,4,7,488,8,43,22,20
7,330.7300,4,7,488,8,43,22,20
7,330.7300,4,7,488,8,43,22,20
7,330.7300,4,7,488,8,43,22,20
7,330.7300,4,7,488,8,43,22,20
7,330.7300,4,7,488,8,43,22,20
7,330.7300,4,7,488,8,43,22,20
7,330.7300,4,7,488,8,43,22,20
7,330.7300,4,7,488,8,43,22,20
7,330.7300,4,7,488,8,43,22,20
7,330.7300,4,7,488,8,43,22,20
7,330.7300,4,7,488,8,43,22,20
7,330.7300,4,7,488,8,43,22,20
7,330.7300,4,7,488,8,43,22,20
7,330.7300,4,7,488,8,43,22,20
7,330.7300,4,7,488,8,43,22,20
7,330.7300,4,7,488,8,43,22,20
7,330.7300,4,7,488,8,43,22,20
7,330.7300,4,7,488,8,43,22,20
7,330.7300,4,7,488,8,43,22,20
7,330.7300,4,7,488,8,43,22,20
7,330.7300,4,7,488,8,43,22,20
7,330.7300,4,7,488,8,43,22,20
7,330.7300,4,7,488,8,43,22,20
7,330.7300,4,7,488,8,43,22,20
7,330.7300,4,7,488,8,43,22,20
7,330.7300,4,7,488,8,43,22,20
7,330.7300,4,7,488,8,43,22,20
7,330.7300,4,7,488,8,43,22,20
7,330.7300,4,7,488,8,43,22,20
7,330.7300,4,7,488,8,43,22,20
7,330.7300,4,7,488,8,43,22,20
7,330.7300,4,7,488,8,43,22,20
7,330.7300,4,7,488,8,43,22,20
7,330.7300,4,7,488,8,43,22,20
7,324.9100,36,4,7,8,99,852,20
7,324.9100,36,4,7,8,99,852,20
7,322.3900,36,7,4,43,852,8,20
7,322.3900,36,7,4,43,852,8,20
7,322.3900,36,7,4,43,852,8,20
7,322.3900,36,7,4,43,852,8,20
7,322.3900,36,7,4,43,852,8,20
7,322.3900,36,7,4,43,852,8,20
7,322.3900,36,7,4,43,852,8,20
7,322.3900,36,7,4,43,852,8,20
7,322.3900,36,7,4,43,852,8,20
7,322.3900,36,7,4,43,852,8,20
7,322.3900,36,7,4,43,852,8,20
7,322.3900,36,7,4,43,852,8,20
7,322.3900,36,7,4,43,852,8,20
7,322.3900,36,7,4,43,852,8,20
7,322.3900,36,7,4,43,852,8,20
7,322.3900,36,7,4,43,852,8,20
7,322.3900,36,7,4,43,852,8,20
7,322.3900,36,7,4,43,852,8,20
7,322.3900,36,7,4,43,852,8,20
