n_nodes,influence,n0,n1,n2,n3,n4,n5,n6
7,320.0200,3,7,43,556,13,0,63
7,320.0200,3,7,43,556,13,0,63
7,320.0200,3,7,43,556,13,0,63
7,320.0200,3,7,43,556,13,0,63
7,320.0200,3,7,43,556,13,0,63
7,313.9000,0,3,7,43,252,13,63
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
7,276.5800,7,556,3,63,56,43,13
