n_nodes,influence,n0,n1,n2,n3,n4,n5,n6
7,355.8400,102,5,4,7,8,108,21
7,355.8400,102,5,4,7,8,108,21
7,352.8700,4,5,102,36,8,108,21
7,352.8700,4,5,102,36,8,108,21
7,352.8700,4,5,102,36,8,108,21
7,352.8700,4,5,102,36,8,108,21
7,346.0000,4,37,5,7,8,129,602
7,346.0000,4,5,37,7,8,129,602
7,346.0000,4,37,5,7,8,129,602
7,346.0000,4,37,5,7,8,129,602
7,346.0000,4,37,5,7,8,129,602
7,346.0000,4,37,5,7,8,129,602
7,346.0000,4,37,5,7,8,129,602
7,344.7700,102,5,4,7,8,212,602
7,344.7700,102,5,4,7,8,212,602
7,344.7700,102,5,4,7,8,212,602
7,344.7700,102,5,4,7,8,212,602
7,344.7700,102,5,4,7,8,212,602
7,342.0100,4,37,5,7,8,212,285
7,342.0100,4,37,5,7,8,212,285
7,342.0100,4,37,5,7,8,212,285
7,341.9500,4,37,5,7,8,212,56
7,341.7400,4,119,5,7,8,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,37,5,7,8,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
7,340.5100,4,5,37,8,7,212,602
