n_nodes,influence,n0,n1,n2,n3,n4,n5,n6
7,350.5300,4,7,488,8,13,22,31
7,350.5300,4,7,488,8,13,22,31
7,350.5300,4,7,488,8,13,22,31
7,350.5300,4,7,488,8,13,22,31
7,350.5300,4,7,488,8,13,22,31
7,350.5300,4,7,488,8,13,22,31
7,350.5300,4,7,488,8,13,22,31
7,350.5300,4,7,488,8,13,22,31
7,350.5300,4,7,488,8,13,22,31
7,350.5300,4,7,488,8,13,22,31
7,350.5300,4,7,488,8,13,22,31
7,350.5300,4,7,488,8,13,22,31
7,350.5300,4,7,488,8,13,22,31
7,350.5300,4,7,488,8,13,22,31
7,350.5300,4,7,488,8,13,22,31
7,350.5300,4,7,488,8,13,22,31
7,350.5300,4,7,488,8,13,22,31
7,350.5300,4,7,488,8,13,22,31
7,350.5300,4,7,488,8,13,22,31
7,350.5300,4,7,488,8,13,22,31
7,350.5300,4,7,488,8,13,22,31
7,350.5300,4,7,488,8,13,22,31
7,350.5300,4,7,488,8,13,22,31
7,350.5300,4,7,488,8,13,22,31
7,350.5300,4,7,488,8,13,22,31
7,350.5300,4,7,488,8,13,22,31
7,350.5300,4,7,488,8,13,22,31
7,350.5300,4,7,488,8,13,22,31
7,350.5300,4,7,488,8,13,22,31
7,350.5300,4,7,488,8,13,22,31
7,350.5300,4,7,488,8,13,22,31
7,350.5300,4,7,488,8,13,22,31
7,350.5300,4,7,488,8,13,22,31
7,350.5300,4,7,488,8,13,22,31
7,350.5300,4,7,488,8,13,22,31
7,350.3800,4,7,436,8,13,22,31
7,347.8300,4,7,512,8,13,22,31
7,346.3900,4,317,7,8,13,22,31
7,346.3900,4,317,7,8,13,22,31
7,346.3900,4,317,7,8,13,22,31
7,345.0400,4,7,815,8,13,22,31
7,343.5100,4,7,915,8,13,22,31
7,343.5100,4,7,915,8,13,22,31
7,343.5100,4,7,915,8,13,22,31
7,343.5100,4,7,915,8,13,22,31
7,324.4600,4,7,488,8,13,475,31
7,323.5900,4,97,488,8,13,22,31
7,323.5900,4,97,488,8,13,22,31
7,323.5900,4,97,488,8,13,22,31
7,323.5900,4,97,488,8,13,22,31
7,323.5900,4,97,488,8,13,22,31
7,321.9700,4,7,488,620,13,8,31
7,321.9700,4,7,488,620,13,8,31
7,321.9700,4,7,488,620,13,8,31
7,321.9700,4,7,488,620,13,8,31
7,321.9700,4,7,488,620,13,8,31
7,321.9700,4,7,488,620,13,8,31
7,321.9700,4,7,488,620,13,8,31
7,321.9700,4,7,488,620,13,8,31
7,321.9700,4,7,488,620,13,8,31
7,321.9700,4,7,488,620,13,8,31
7,321.9700,4,7,488,620,13,8,31
7,321.9700,4,7,488,620,13,8,31
7,321.9700,4,7,488,620,13,8,31
