n_nodes,influence,n0,n1,n2,n3,n4,n5,n6
7,341.2900,32,160,3,37,9,0,13
7,341.2900,32,160,3,37,9,0,13
7,341.2900,32,160,3,37,9,0,13
7,341.2900,32,160,3,37,9,0,13
7,341.2900,32,160,3,37,9,0,13
7,341.2900,32,160,3,37,9,0,13
7,322.5400,331,9,3,32,37,27,13
7,316.5400,32,160,3,37,9,0,63
7,312.4600,32,3,37,9,13,61,63
7,305.3800,32,3,37,9,13,759,63
7,305.3800,32,3,37,9,13,759,63
7,305.3800,32,3,37,9,13,759,63
7,305.3800,32,3,37,9,13,759,63
7,305.3800,32,3,37,9,13,759,63
7,305.3800,32,3,37,9,13,759,63
7,305.3800,32,3,37,9,13,759,63
7,305.3800,32,3,37,9,13,759,63
7,305.3800,32,3,37,9,13,759,63
7,305.2900,32,118,3,37,9,331,13
7,304.8700,331,9,3,32,37,27,63
7,304.8700,331,9,3,32,37,27,63
7,304.4500,32,160,3,37,9,60,13
7,304.1500,331,9,3,32,13,233,63
7,304.1500,331,9,3,32,13,233,63
7,304.1500,331,9,3,32,13,233,63
7,304.1500,331,9,3,32,13,233,63
7,304.1500,331,9,3,32,13,233,63
7,304.1500,331,9,3,32,13,233,63
7,298.5100,331,9,3,32,37,160,13
7,298.5100,331,9,3,32,37,160,13
7,298.5100,331,9,3,32,37,160,13
7,298.5100,331,9,3,32,37,160,13
7,298.5100,331,9,3,32,37,160,13
7,298.5100,331,9,3,32,37,160,13
7,298.5100,331,9,3,32,37,160,13
7,298.5100,331,9,3,32,37,160,13
7,298.5100,331,9,3,32,37,160,13
7,298.5100,331,9,3,32,37,160,13
7,298.5100,331,9,3,32,37,160,13
7,298.5100,331,9,3,32,37,160,13
7,298.5100,331,9,3,32,37,160,13
7,298.5100,331,9,3,32,37,160,13
7,298.5100,331,9,3,32,37,160,13
7,298.5100,331,9,3,32,37,160,13
7,298.5100,331,9,3,32,37,160,13
7,298.5100,331,9,3,32,37,160,13
7,298.5100,331,9,3,32,37,160,13
7,298.5100,331,9,3,32,37,160,13
7,298.5100,331,9,3,32,37,160,13
7,298.5100,331,9,3,32,37,160,13
7,298.5100,331,9,3,32,37,160,13
7,298.5100,331,9,3,32,37,160,13
7,298.5100,331,9,3,32,37,160,13
7,298.5100,331,9,3,32,37,160,13
7,298.5100,331,9,3,32,37,160,13
7,298.5100,331,9,3,32,37,160,13
7,298.5100,331,9,3,32,37,160,13
7,298.5100,331,9,3,32,37,160,13
7,298.5100,331,9,3,32,37,160,13
7,298.5100,331,9,3,32,37,160,13
7,298.5100,331,9,3,32,37,160,13
7,298.5100,331,9,3,32,37,160,13
7,298.5100,331,9,3,32,37,160,13
7,298.5100,331,9,3,32,37,160,13
