n_nodes,influence,n0,n1,n2,n3,n4,n5,n6
7,23.3947,515,867,261,232,401,936,507
7,23.3724,242,261,232,401,760,867,507
7,23.2647,515,261,232,401,760,867,507
7,23.2647,515,261,232,401,760,867,507
7,23.2647,515,261,232,401,760,867,507
7,23.2647,515,261,232,401,760,867,507
7,23.1732,515,401,261,760,474,507,232
7,23.1732,515,401,261,760,474,507,232
7,23.1732,515,401,261,760,474,507,232
7,23.1732,515,401,261,760,474,507,232
7,23.1732,515,401,261,760,474,507,232
7,23.1732,515,401,261,760,474,507,232
7,23.1732,515,401,261,760,474,507,232
7,23.1692,242,515,232,401,919,867,507
7,23.1200,242,515,232,401,919,760,507
7,23.1200,242,515,232,401,919,760,507
7,23.1200,242,515,232,401,919,760,507
7,23.1200,242,515,232,401,919,760,507
7,23.1200,242,515,232,401,919,760,507
7,23.1200,242,515,232,401,919,760,507
7,23.1200,242,515,232,401,919,760,507
7,23.1200,242,515,232,401,919,760,507
7,23.1200,242,515,232,401,919,760,507
7,23.1200,242,515,232,401,919,760,507
7,23.1200,242,515,232,401,919,760,507
7,23.1200,242,515,232,401,919,760,507
7,23.1200,242,515,232,401,919,760,507
7,23.0859,242,261,401,395,474,507,381
7,23.0545,515,186,401,242,919,760,507
7,23.0301,515,232,401,242,517,760,507
7,23.0231,232,143,401,242,853,895,507
7,23.0203,515,261,401,395,474,507,381
7,23.0203,515,401,261,395,474,507,381
7,23.0203,515,261,401,395,474,507,381
7,23.0203,515,261,401,395,474,507,381
7,23.0203,515,261,401,395,474,507,381
7,23.0203,515,261,401,395,474,507,381
7,23.0203,515,261,401,395,474,507,381
7,23.0203,515,261,401,395,474,507,381
7,23.0203,515,261,401,395,474,507,381
7,23.0203,515,261,401,395,474,507,381
7,23.0203,515,261,401,395,474,507,381
7,23.0041,242,515,232,401,919,507,381
7,22.9782,515,401,261,760,474,919,507
7,22.9736,242,515,232,401,474,507,381
7,22.9733,242,232,853,143,401,919,507
7,22.9733,242,232,853,143,401,919,507
7,22.9733,242,232,853,143,401,919,507
7,22.9733,242,232,853,143,401,919,507
7,22.9733,242,232,853,143,401,919,507
7,22.9702,242,515,853,143,401,919,507
7,22.9607,515,232,401,242,531,760,507
7,22.9090,515,232,853,143,401,919,507
7,22.9090,515,232,853,143,401,919,507
7,22.9090,515,232,853,143,401,919,507
7,22.9090,515,232,853,143,401,919,507
7,22.9090,515,232,853,143,401,919,507
7,22.9090,515,232,853,143,401,919,507
7,22.9090,515,232,853,143,401,919,507
7,22.9090,515,232,853,143,401,919,507
7,22.9090,515,232,853,143,401,919,507
7,22.9090,515,232,853,143,401,919,507
7,22.9090,515,232,853,143,401,919,507
7,22.9090,515,232,853,143,401,919,507
