n_nodes,influence,n0,n1,n2,n3,n4,n5,n6
7,23.4417,789,23,394,939,707,664,89
7,23.4197,789,23,394,365,707,664,860
7,23.3920,789,394,939,365,707,664,860
7,23.3501,789,394,939,365,707,664,89
7,23.3501,789,394,939,365,707,664,89
7,23.3501,789,394,939,365,707,664,89
7,23.3501,789,394,939,365,707,664,89
7,23.3501,789,394,939,365,707,664,89
7,23.3501,789,394,939,365,707,664,89
7,23.3501,789,394,939,365,707,664,89
7,23.3501,789,394,939,365,707,664,89
7,23.3501,789,394,939,365,707,664,89
7,23.3501,789,394,939,365,707,664,89
7,23.3501,789,394,939,365,707,664,89
7,23.3501,789,394,939,365,707,664,89
7,23.3383,707,741,659,939,23,664,89
7,23.3383,707,741,659,939,23,664,89
7,23.3238,707,394,939,365,789,664,151
7,23.2963,741,23,394,939,707,664,860
7,23.2963,741,23,394,939,707,664,860
7,23.2963,741,23,394,939,707,664,860
7,23.2834,789,394,939,365,23,664,860
7,23.2834,789,394,939,365,23,664,860
7,23.2834,789,394,939,365,23,664,860
7,23.2834,789,394,939,365,23,664,860
7,23.2834,789,394,939,365,23,664,860
7,23.2834,789,394,939,365,23,664,860
7,23.2834,789,394,939,365,23,664,860
7,23.2834,789,394,939,365,23,664,860
7,23.2834,789,394,939,365,23,664,860
7,23.2834,789,394,939,365,23,664,860
7,23.2834,789,394,939,365,23,664,860
7,23.2834,789,394,939,365,23,664,860
7,23.2629,707,394,939,365,789,664,152
7,23.2548,741,23,394,365,707,664,860
7,23.2548,741,23,394,365,707,664,860
7,23.2548,741,23,394,365,707,664,860
7,23.2548,741,23,394,365,707,664,860
7,23.2548,741,23,394,365,707,664,860
7,23.2548,741,23,394,365,707,664,860
7,23.2548,741,23,394,365,707,664,860
7,23.2548,741,23,394,365,707,664,860
7,23.2548,741,23,394,365,707,664,860
7,23.2526,741,23,394,939,707,664,89
7,23.2526,741,23,394,939,707,664,89
7,23.2526,741,23,394,939,707,664,89
7,23.2526,741,23,394,939,707,664,89
7,23.2526,741,23,394,939,707,664,89
7,23.2526,741,23,394,939,707,664,89
7,23.2526,741,23,394,939,707,664,89
7,23.2526,741,23,394,939,707,664,89
7,23.2526,741,23,394,939,707,664,89
7,23.2526,741,23,394,939,707,664,89
7,23.2526,741,23,394,939,707,664,89
7,23.2526,741,23,394,939,707,664,89
7,23.2526,741,23,394,939,707,664,89
7,23.2526,741,23,394,939,707,664,89
7,23.2526,741,23,394,939,707,664,89
7,23.2526,741,23,394,939,707,664,89
7,23.2526,741,23,394,939,707,664,89
7,23.2526,741,23,394,939,707,664,89
7,23.2526,741,23,394,939,707,664,89
7,23.2526,741,23,394,939,707,664,89
7,23.2526,741,23,394,939,707,664,89
