n_nodes,influence,n0,n1,n2,n3,n4,n5,n6
7,99.5881,0,14,7,841,2,218,3
7,99.5881,0,14,7,841,2,218,3
7,99.5881,0,14,7,841,2,218,3
7,99.5881,0,14,7,841,2,218,3
7,99.5881,0,14,7,841,2,218,3
7,99.5881,0,14,7,841,2,218,3
7,99.5881,0,14,7,841,2,218,3
7,99.5881,0,14,7,841,2,218,3
7,99.5881,0,14,7,841,2,218,3
7,99.5881,0,14,7,841,2,218,3
7,99.5881,0,14,7,841,2,218,3
7,99.5881,0,14,7,841,2,218,3
7,99.5881,0,14,7,841,2,218,3
7,99.3247,0,3,72,7,14,82,218
7,99.3247,0,3,72,7,14,82,218
7,99.3247,0,3,72,7,14,82,218
7,99.3247,0,3,72,7,14,82,218
7,99.3247,0,3,72,7,14,82,218
7,99.3247,0,3,72,7,14,82,218
7,99.3247,0,3,72,7,14,82,218
7,99.3247,0,3,72,7,14,82,218
7,99.3247,0,3,72,7,14,82,218
7,99.3247,0,3,72,7,14,82,218
7,99.2411,0,3,176,7,14,82,218
7,98.9643,0,3,659,102,7,14,82
7,98.7716,0,3,88,7,14,82,218
7,98.5581,0,3,773,7,14,82,102
7,98.5581,0,3,773,7,14,82,102
7,98.1635,0,3,832,7,14,82,218
7,98.1635,0,3,832,7,14,82,218
7,98.1635,0,3,832,7,14,82,218
7,97.9172,0,3,352,7,14,82,218
7,97.8320,0,3,7,14,82,594,218
7,97.7637,0,3,846,7,14,82,218
7,97.7637,0,3,846,7,14,82,218
7,97.7637,0,3,846,7,14,82,218
7,97.7637,0,3,846,7,14,82,218
7,97.7637,0,3,846,7,14,82,218
7,97.7637,0,3,846,7,14,82,218
7,97.7637,0,3,846,7,14,82,218
7,97.7637,0,3,846,7,14,82,218
7,97.7637,0,3,846,7,14,82,218
7,97.7637,0,3,846,7,14,82,218
7,97.7637,0,3,846,7,14,82,218
7,97.5963,0,3,820,7,14,82,218
7,97.2631,0,7,773,82,14,218,3
7,97.2631,0,7,773,82,14,218,3
7,97.2631,0,7,773,82,14,218,3
7,97.2631,0,7,773,82,14,218,3
7,97.2631,0,7,773,82,14,218,3
7,97.2631,0,7,773,82,14,218,3
7,97.2631,0,7,773,82,14,218,3
7,97.2631,0,7,773,82,14,218,3
7,97.2631,0,7,773,82,14,218,3
7,97.2631,0,7,773,82,14,218,3
7,97.2631,0,7,773,82,14,218,3
7,97.2631,0,7,773,82,14,218,3
7,97.2631,0,7,773,82,14,218,3
7,97.2631,0,7,773,82,14,218,3
7,97.2631,0,7,773,82,14,218,3
7,97.2631,0,7,773,82,14,218,3
7,97.2631,0,7,773,82,14,218,3
7,97.2631,0,7,773,82,14,218,3
7,97.2631,0,7,773,82,14,218,3
