n_nodes,influence,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9
10,10698.8800,608,902,46,271,594,20,471,344,347,926
10,10681.2400,608,486,902,46,271,20,471,344,250,926
10,10681.2400,608,486,902,46,271,20,471,344,250,926
10,10681.2400,608,486,902,46,271,20,471,344,250,926
10,10681.2400,608,486,902,46,271,20,471,344,250,926
10,10669.6900,608,549,902,46,271,20,471,344,250,664
10,10666.9300,608,549,902,46,271,20,471,344,250,126
10,10653.9700,608,549,902,46,271,20,920,344,250,926
10,10653.3400,608,830,902,46,271,20,471,344,250,926
10,10653.3400,608,830,902,46,271,20,471,344,250,926
10,10647.9400,608,594,902,46,271,20,471,344,250,926
10,10647.9400,608,594,902,46,271,20,471,344,250,926
10,10647.9400,608,594,902,46,271,20,471,344,250,926
10,10647.9400,608,594,902,46,271,20,471,344,250,926
10,10647.9400,608,594,902,46,271,20,471,344,250,926
10,10647.9400,608,594,902,46,271,20,471,344,250,926
10,10647.9400,608,594,902,46,271,20,471,344,250,926
10,10647.9400,608,594,902,46,271,20,471,344,250,926
10,10647.9400,608,594,902,46,271,20,471,344,250,926
10,10647.9400,608,594,902,46,271,20,471,344,250,926
10,10647.9400,608,594,902,46,271,20,471,344,250,926
10,10647.9400,608,594,902,46,271,20,471,344,250,926
10,10647.9400,608,594,902,46,271,20,471,344,250,926
10,10647.9400,608,594,902,46,271,20,471,344,250,926
10,10647.9400,608,594,902,46,271,20,471,344,250,926
10,10647.9400,608,594,902,46,271,20,471,344,250,926
10,10647.9400,608,594,902,46,271,20,471,344,250,926
10,10647.9400,608,594,902,46,271,20,471,344,250,926
10,10647.9400,608,594,902,46,271,20,471,344,250,926
10,10647.9400,608,594,902,46,271,20,471,344,250,926
10,10646.0800,608,549,100,46,271,20,471,344,250,926
10,10646.0800,608,549,100,46,271,20,471,344,250,926
10,10646.0800,608,549,100,46,271,20,471,344,250,926
10,10646.0800,608,549,100,46,271,20,471,344,250,926
10,10646.0800,608,549,100,46,271,20,471,344,250,926
10,10646.0800,608,549,100,46,271,20,471,344,250,926
10,10645.1200,608,549,926,271,902,46,20,471,344,250
10,10645.1200,608,549,926,271,902,46,20,471,344,250
10,10645.1200,608,549,926,271,902,46,20,471,344,250
10,10645.1200,608,549,926,271,902,46,20,471,344,250
10,10645.1200,608,549,926,271,902,46,20,471,344,250
10,10645.1200,608,549,926,271,902,46,20,471,344,250
10,10645.1200,608,549,926,271,902,46,20,471,344,250
10,10645.1200,608,549,926,271,902,46,20,471,344,250
10,10645.1200,608,549,926,271,902,46,20,471,344,250
10,10645.1200,608,549,926,271,902,46,20,471,344,250
10,10645.1200,608,549,926,271,902,46,20,471,344,250
10,10645.1200,608,549,926,271,902,46,20,471,344,250
10,10645.1200,608,549,926,271,902,46,20,471,344,250
10,10645.1200,608,549,926,271,902,46,20,471,344,250
10,10645.1200,608,549,926,271,902,46,20,471,344,250
10,10645.1200,608,549,926,271,902,46,20,471,344,250
10,10645.1200,608,549,926,271,902,46,20,471,344,250
10,10645.1200,608,549,926,271,902,46,20,471,344,250
10,10645.1200,608,549,926,271,902,46,20,471,344,250
10,10645.1200,608,549,926,271,902,46,20,471,344,250
10,10645.1200,608,549,926,271,902,46,20,471,344,250
10,10645.1200,608,549,926,271,902,46,20,471,344,250
10,10645.1200,608,549,926,271,902,46,20,471,344,250
10,10645.1200,608,549,926,271,902,46,20,471,344,250
10,10645.1200,608,549,926,271,902,46,20,471,344,250
10,10645.1200,608,549,926,271,902,46,20,471,344,250
10,10645.1200,608,549,926,271,902,46,20,471,344,250
10,10645.1200,608,549,926,271,902,46,20,471,344,250
