n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
232,379,985,384,129,877.01,44.79,45.08
197,721,44,87,140,879.45,129.81,136.64000000000007
253,830,518,214,410,876.26,119.19,118.16000000000008
657,31,470,499,464,875.63,54.34,53.719999999999985
399,506,586,196,918,877.04,68.67,70.99999999999999
850,412,91,496,239,877.75,55.62,64.16
777,20,717,273,532,876.05,109.2,113.96000000000004
417,485,923,933,388,876.6,33.68,35.239999999999995
743,116,678,264,99,876.67,68.7,68.96
833,64,395,635,849,876.08,71.99,73.4
386,110,676,59,346,877.15,54.11,55.4
240,707,88,509,925,876.72,102.01,107.36000000000006
665,529,923,212,595,875.5,72.35,86.24000000000001
827,145,621,65,552,877.33,57.15,58.4
968,38,500,718,198,876.89,68.83,74.83999999999997
151,968,880,592,467,878.1,55.53,54.43999999999999
746,598,902,455,292,878.25,44.24,44.47999999999999
570,365,875,899,436,874.68,73.21,80.00000000000006
138,162,782,615,99,878.4,57.79,64.87999999999998
544,706,321,718,365,876.58,50.74,53.47999999999998
972,659,863,506,515,876.15,59.01,66.92
638,202,316,153,364,874.53,93.59,91.75999999999999
541,291,522,672,73,875.62,79.89,86.24000000000005
827,924,877,519,934,876.94,29.08,28.999999999999996
718,558,225,352,249,875.26,66.39,67.04
929,12,302,351,225,876.71,133.37,142.28
273,34,433,260,385,876.78,66.87,73.39999999999998
305,854,722,912,426,876.36,27.26,28.64
179,673,405,119,170,875.91,114.17,126.56000000000009
954,679,872,998,26,875.78,68.7,68.60000000000001
206,996,784,164,307,877.2,54.1,54.07999999999999
119,13,815,782,389,877.05,107.05,119.47999999999999
350,856,174,582,446,875.12,50.49,53.11999999999999
926,237,142,419,577,877.23,47.8,51.07999999999999
456,416,427,82,602,875.39,63.36,79.16000000000003
71,295,734,97,34,876.86,118.02,137.84000000000003
87,679,109,782,533,879.23,101.9,101.84000000000006
539,368,157,827,958,876.18,79.47,83.72000000000004
517,499,725,152,618,877.05,47.64,49.16
64,194,17,934,143,875.39,122.98,132.80000000000004
348,395,674,587,123,874.9,87.49,85.64000000000006
761,306,359,333,988,878.14,67.55,71.47999999999999
374,3,661,855,510,875.9,255.35,303.31999999999994
215,62,896,632,33,876.64,133.91,160.64000000000013
904,988,889,777,827,876.56,41.8,41.120000000000005
836,593,176,182,345,876.5,58.67,65.47999999999999
993,441,452,123,85,876.4,69.94,69.91999999999999
205,619,229,509,830,875.34,56.1,58.75999999999999
484,809,158,390,124,875.52,81.39,85.64
111,594,738,463,663,874.33,96.37,150.9200000000002
129,736,450,526,742,877.47,89.87,91.76000000000005
92,732,950,482,577,877.51,73.38,79.64000000000004
403,836,369,466,230,875.2,53.89,54.679999999999986
52,202,50,456,114,876.13,90.32,97.63999999999999
110,216,742,4,725,875.28,177.59,205.40000000000003
615,626,928,23,670,877.51,84.08,88.28
372,849,442,540,95,876.48,74.52,89.24000000000001
991,766,773,614,514,877.22,66.15,71.12000000000006
838,722,582,205,513,876.25,42.36,42.43999999999999
234,331,538,393,761,876.29,81.5,91.76000000000006
532,662,200,6,296,877.34,155.04,170.4799999999999
627,303,930,81,761,876.34,97.66,104.36000000000003
328,949,928,412,229,877.05,42.23,44.95999999999999
647,303,81,560,429,878.48,59.7,62.480000000000004
762,378,826,964,758,878.03,38.82,40.16000000000001
870,328,528,309,640,876.26,53.0,53.83999999999999
851,980,365,802,916,878.9,34.12,34.51999999999999
302,667,866,111,200,876.83,71.77,79.40000000000006
496,378,387,981,599,877.78,35.44,38.72
867,940,319,210,297,876.06,87.33,88.88000000000005
406,627,392,862,941,875.85,44.34,44.72
700,536,958,707,745,875.09,74.25,74.00000000000006
364,840,692,619,599,877.84,49.93,49.87999999999999
370,689,437,200,501,877.61,54.94,58.400000000000006
842,541,519,858,83,875.58,45.78,46.28
275,167,70,510,750,876.9,76.77,82.87999999999998
887,277,429,798,119,875.63,67.14,70.88000000000002
639,849,844,280,298,876.7,46.73,49.399999999999984
280,823,845,516,275,877.33,75.91,73.76000000000006
283,909,647,421,250,874.77,44.65,46.4
370,251,988,253,809,878.73,50.84,53.84
516,765,468,255,239,875.5,65.2,67.03999999999998
832,830,610,537,849,876.0,54.32,54.56
200,376,508,799,108,877.54,97.24,102.68000000000004
812,114,397,86,670,879.64,64.25,65.12
174,798,580,437,942,876.62,83.67,82.64000000000006
46,805,931,140,22,876.88,100.72,132.07999999999998
624,195,701,270,89,876.27,89.64,93.68000000000005
97,473,470,889,685,875.98,69.11,68.48
927,289,947,579,94,876.15,51.32,51.19999999999999
129,621,366,885,668,877.53,86.48,91.28000000000006
67,327,809,39,855,875.99,113.94,117.44000000000003
941,85,879,140,669,879.5,61.7,62.47999999999999
823,375,848,76,834,878.2,35.01,37.28
236,742,37,614,809,876.13,66.54,65.35999999999999
326,227,303,761,366,875.09,88.66,94.16000000000007
990,334,67,532,921,877.17,62.11,64.88
116,938,738,624,356,878.02,109.37,115.40000000000006
444,163,160,261,914,874.04,64.15,67.52000000000001
398,152,441,745,800,876.32,68.7,70.52000000000001
