n_nodes,influence,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9
10,32.7958,832,100,809,525,430,271,658,20,347,250
10,32.6758,832,100,293,430,271,658,20,438,825,126
10,32.5496,832,100,658,809,271,430,525,86,250,20
10,32.5496,832,100,658,809,271,430,525,86,250,20
10,32.5496,832,100,658,809,271,430,525,86,250,20
10,32.5316,832,100,658,809,271,430,525,438,622,825
10,32.4613,430,100,658,809,271,18,756,86,250,825
10,32.4532,832,100,293,572,271,430,658,20,438,825
10,32.4532,832,100,293,572,271,430,658,20,438,825
10,32.4532,832,100,293,572,271,430,658,20,438,825
10,32.4532,832,100,293,572,271,430,658,20,438,825
10,32.4532,832,100,293,572,271,430,658,20,438,825
10,32.4532,832,100,293,572,271,430,658,20,438,825
10,32.4532,832,100,293,572,271,430,658,20,438,825
10,32.4532,832,100,293,572,271,430,658,20,438,825
10,32.4532,832,100,293,572,271,430,658,20,438,825
10,32.4532,832,100,293,572,271,430,658,20,438,825
10,32.4532,832,100,293,572,271,430,658,20,438,825
10,32.4532,832,100,293,572,271,430,658,20,438,825
10,32.4532,832,100,293,572,271,430,658,20,438,825
10,32.4532,832,100,293,572,271,430,658,20,438,825
10,32.4532,832,100,293,572,271,430,658,20,438,825
10,32.4532,832,100,293,572,271,430,658,20,438,825
10,32.4017,832,100,293,572,271,430,525,86,250,20
10,32.4017,832,100,293,572,271,430,525,86,250,20
10,32.4017,832,100,293,572,271,430,525,86,250,20
10,32.4017,832,100,293,572,271,430,525,86,250,20
10,32.4017,832,100,293,572,271,430,525,86,250,20
10,32.4017,832,100,293,572,271,430,525,86,250,20
10,32.4017,832,100,293,572,271,430,525,86,250,20
10,32.4017,832,100,293,572,271,430,525,86,250,20
10,32.4017,832,100,293,572,271,430,525,86,250,20
10,32.3876,200,100,293,430,271,658,20,438,825,572
10,32.3844,832,100,293,572,271,430,525,438,622,825
10,32.3844,832,100,293,572,271,430,525,438,622,825
10,32.3503,832,100,658,809,271,430,525,86,250,222
10,32.3503,832,100,658,809,271,430,525,86,250,222
10,32.3503,832,100,658,809,271,430,525,86,250,222
10,32.3503,832,100,658,809,271,430,525,86,250,222
10,32.3503,832,100,658,809,271,430,525,86,250,222
10,32.3503,832,100,658,809,271,430,525,86,250,222
10,32.3503,832,100,658,809,271,430,525,86,250,222
10,32.3429,832,100,33,430,271,658,20,438,825,572
10,32.2939,832,100,293,988,973,430,525,86,250,825
10,32.2928,430,973,896,809,271,18,756,86,250,20
10,32.2883,832,100,293,525,430,128,20,86,250,572
10,32.2865,832,100,293,809,973,430,525,86,622,825
10,32.2784,430,100,658,809,271,18,756,86,250,222
10,32.2784,430,100,658,809,271,18,756,86,250,222
10,32.2784,430,100,658,809,271,18,756,86,250,222
10,32.2758,430,973,896,809,271,18,756,438,622,825
10,32.2758,430,973,896,809,271,18,756,438,622,825
10,32.2758,430,973,896,809,271,18,756,438,622,825
10,32.2758,430,973,896,809,271,18,756,438,622,825
10,32.2758,430,973,896,809,271,18,756,438,622,825
10,32.2758,430,973,896,809,271,18,756,438,622,825
10,32.2758,430,973,896,809,271,18,756,438,622,825
10,32.2758,430,973,896,809,271,18,756,438,622,825
10,32.2758,430,973,896,809,271,18,756,438,622,825
10,32.2758,430,973,896,809,271,18,756,438,622,825
10,32.2758,430,973,896,809,271,18,756,438,622,825
10,32.2758,430,973,896,809,271,18,756,438,622,825
10,32.2758,430,973,896,809,271,18,756,438,622,825
10,32.2758,430,973,896,809,271,18,756,438,622,825
