n_nodes,influence,n0,n1,n2,n3,n4,n5,n6
7,24.0541,789,777,46,707,401,659,344
7,24.0541,789,777,46,707,401,659,344
7,24.0541,789,777,46,707,401,659,344
7,24.0541,789,777,46,707,401,659,344
7,24.0541,789,777,46,707,401,659,344
7,24.0541,789,777,46,707,401,659,344
7,24.0541,789,777,46,707,401,659,344
7,24.0541,789,777,46,707,401,659,344
7,24.0541,789,777,46,707,401,659,344
7,24.0541,789,777,46,707,401,659,344
7,24.0541,789,777,46,707,401,659,344
7,24.0541,789,777,46,707,401,659,344
7,24.0541,789,777,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
7,24.0355,231,684,46,707,401,659,344
