n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
241,310,105,738,405,136.91,19.96,20.079999999999984
490,158,92,68,20,157.83,24.42,24.959999999999994
411,562,939,296,819,91.01,11.0,11.080000000000002
783,60,227,532,549,114.62,13.94,14.440000000000001
368,283,798,176,846,117.99,14.27,13.24
108,268,219,965,949,98.52,13.18,13.400000000000002
26,848,656,826,266,110.25,14.95,14.520000000000003
819,278,198,168,317,145.7,19.96,22.439999999999984
296,642,888,749,983,86.21,12.03,11.68
875,868,901,381,88,126.62,17.84,17.0
865,620,345,687,397,98.18,13.42,14.200000000000001
518,254,182,253,484,127.36,21.76,21.279999999999994
286,91,967,957,837,130.25,18.32,16.879999999999995
886,964,560,860,307,80.49,12.41,12.679999999999993
7,930,298,586,721,167.51,28.26,29.599999999999994
903,319,868,783,520,115.59,13.79,13.320000000000002
199,423,433,613,295,109.38,14.96,15.560000000000002
441,462,165,238,312,101.26,10.97,10.92
265,832,816,44,83,140.84,22.67,23.319999999999993
47,473,641,287,531,146.29,19.93,19.040000000000003
547,663,482,717,351,95.14,15.25,15.559999999999995
148,689,200,68,422,132.81,17.11,17.480000000000004
935,207,650,647,451,107.48,17.48,17.719999999999985
282,188,364,446,764,116.02,15.76,15.479999999999993
602,328,649,571,203,115.6,13.31,12.2
926,331,103,859,63,137.37,20.74,19.679999999999996
725,234,284,783,596,99.75,11.68,12.720000000000002
630,882,243,125,339,122.37,14.71,16.12
957,181,297,470,26,132.43,22.13,22.039999999999992
43,365,714,84,917,150.35,21.35,21.000000000000004
987,977,292,752,691,81.41,9.92,9.52
982,334,18,330,295,160.27,28.12,26.999999999999993
329,989,156,793,667,123.55,19.39,19.119999999999997
420,882,965,890,635,62.55,10.75,10.4
696,837,79,300,632,103.87,15.14,14.8
196,915,454,299,139,102.96,13.47,12.8
256,390,613,984,162,114.86,13.4,13.360000000000001
339,586,9,372,45,170.59,31.51,33.04
465,173,373,802,823,87.24,11.73,11.760000000000002
371,297,585,99,449,119.86,14.56,15.64
212,434,938,212,116,120.66,16.23,21.120000000000008
60,63,56,754,172,135.43,17.99,19.0
609,693,993,153,621,119.47,15.17,15.240000000000002
41,559,502,596,255,125.24,19.24,17.959999999999994
329,36,125,854,541,157.99,19.75,20.720000000000006
299,792,419,667,205,109.46,12.18,11.64
489,206,247,449,420,134.01,16.03,16.720000000000002
503,37,224,431,454,132.83,19.85,21.079999999999988
254,662,910,438,850,122.96,16.67,16.359999999999992
220,510,192,32,37,161.35,23.15,23.72
260,259,248,538,213,128.9,17.52,19.399999999999995
790,237,427,890,267,108.19,14.86,13.879999999999999
145,332,52,912,950,108.17,14.52,13.680000000000001
322,578,119,583,412,97.81,12.97,12.840000000000002
985,922,668,669,891,66.25,10.18,10.32
809,734,762,41,506,128.74,19.29,18.679999999999993
396,95,440,215,952,138.68,18.26,17.76
894,586,921,966,946,77.65,8.78,9.12
169,344,303,672,482,121.17,15.93,16.559999999999995
818,922,657,322,834,71.01,9.57,9.88
430,540,220,670,820,98.83,10.87,11.48
702,820,274,346,944,80.61,10.09,10.399999999999999
401,979,508,76,879,137.95,18.4,18.47999999999999
994,286,984,642,684,119.53,13.83,14.239999999999998
195,45,404,920,634,146.71,17.69,21.639999999999986
130,785,991,275,683,89.74,10.24,10.440000000000001
876,61,890,171,704,106.46,13.38,13.16
650,475,582,483,764,108.49,13.08,13.279999999999992
413,949,399,223,817,117.29,13.35,14.239999999999998
3,216,944,160,13,182.34,62.09,65.16000000000005
624,897,263,118,405,123.94,19.07,20.399999999999988
829,788,801,390,898,86.97,10.42,11.520000000000003
227,563,54,899,973,122.07,15.93,15.440000000000001
206,165,687,622,338,96.32,12.17,12.160000000000002
838,913,575,792,803,101.3,12.26,11.200000000000003
482,937,539,450,27,148.12,24.79,26.75999999999999
80,35,712,608,115,142.84,20.4,20.799999999999997
500,574,885,263,622,131.67,18.17,19.079999999999984
792,142,42,371,81,110.81,15.04,15.640000000000002
786,900,535,926,10,153.25,24.39,24.55999999999999
304,857,355,847,76,89.34,13.01,13.360000000000001
87,982,556,464,390,100.91,11.34,11.36
210,806,318,397,239,148.33,21.76,21.999999999999986
776,498,876,989,409,119.74,15.78,17.559999999999995
97,79,117,937,635,140.69,18.68,19.440000000000005
817,906,374,524,444,107.11,15.07,15.439999999999996
425,878,728,795,454,109.02,15.46,15.359999999999992
68,643,902,963,200,122.05,19.55,18.359999999999992
652,309,952,856,490,86.86,9.94,10.440000000000001
432,121,817,571,171,125.59,15.28,15.8
380,895,166,180,723,114.4,13.71,15.040000000000003
152,334,506,880,346,113.72,15.49,14.8
264,554,997,925,4,151.45,31.72,30.599999999999994
727,172,5,663,319,150.35,25.26,24.27999999999999
123,558,113,498,805,126.41,16.18,15.48
732,615,495,538,77,139.39,18.03,17.39999999999999
533,251,421,867,300,87.0,10.68,11.120000000000001
365,234,785,184,884,108.39,14.03,13.400000000000002
641,1,692,54,624,119.03,16.42,16.120000000000005
929,320,557,934,930,114.29,13.79,14.080000000000002
