n_nodes,influence,n0,n1,n2,n3,n4,n5,n6
7,102.9214,32,3,4,8,524,113,56
7,102.3116,32,3,4,8,646,113,58
7,102.2819,32,3,4,8,517,113,58
7,102.2187,32,3,4,8,531,113,58
7,102.1730,32,3,4,8,306,113,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
7,102.1092,3,8,4,524,113,32,58
