n_nodes,influence,n0,n1,n2,n3,n4
5,15905.5000,608,795,401,46,659
5,15905.5000,608,795,401,46,659
5,15905.5000,608,795,401,46,659
5,15905.5000,608,795,401,46,659
5,15905.5000,608,795,401,46,659
5,15905.5000,608,795,401,46,659
5,15847.5000,608,795,777,401,659
5,15847.5000,608,795,777,401,659
5,15847.5000,608,795,777,401,659
5,15847.5000,608,795,777,401,659
5,15847.5000,608,795,777,401,659
5,15847.5000,608,795,777,401,659
5,15847.5000,608,795,777,401,659
5,15847.5000,608,795,777,401,659
5,15847.5000,608,795,777,401,659
5,15847.5000,608,795,777,401,659
5,15847.5000,608,795,777,401,659
5,15847.5000,608,795,777,401,659
5,15847.5000,608,795,777,401,659
5,15847.5000,608,795,777,401,659
5,15847.5000,608,795,777,401,659
5,15847.5000,608,795,777,401,659
5,15729.5000,608,777,347,401,659
5,15682.2500,608,777,46,401,659
5,15682.2500,608,777,401,46,659
5,15682.2500,608,777,401,46,659
5,15682.2500,608,777,401,46,659
5,15682.2500,608,777,401,46,659
5,15682.2500,608,777,401,46,659
5,15682.2500,608,777,401,46,659
5,15682.2500,608,777,401,46,659
5,15682.2500,608,777,401,46,659
5,15682.2500,608,777,401,46,659
5,15682.2500,608,777,401,46,659
5,15682.2500,608,777,46,401,659
5,15682.2500,608,777,401,46,659
5,15682.2500,608,777,401,46,659
5,15682.2500,608,777,46,401,659
5,15682.2500,608,777,46,401,659
5,15682.2500,608,777,401,46,659
5,15682.2500,608,777,401,46,659
5,15682.2500,608,777,46,401,659
5,15682.2500,608,777,46,401,659
5,15682.2500,608,777,401,46,659
5,15682.2500,608,777,401,46,659
5,15682.2500,608,777,401,46,659
5,15682.2500,608,777,401,46,659
5,15682.2500,608,777,401,46,659
5,15682.2500,608,777,401,46,659
5,15682.2500,608,777,401,46,659
5,15682.2500,608,777,401,46,659
5,15682.2500,608,777,401,46,659
5,15682.2500,608,777,401,46,659
5,15682.2500,608,777,401,46,659
5,15682.2500,608,777,401,46,659
5,15682.2500,608,777,401,46,659
5,15682.2500,608,777,401,46,659
5,15682.2500,608,777,401,46,659
5,15682.2500,608,777,401,46,659
5,15682.2500,608,777,401,46,659
5,15682.2500,608,777,401,46,659
5,15682.2500,608,777,401,46,659
5,15682.2500,608,777,46,401,659
5,15682.2500,608,777,401,46,659
