n_nodes,influence,n0,n1,n2,n3,n4
5,17.2847,149,46,401,659,344
5,17.2847,149,46,401,659,344
5,17.2847,149,46,401,659,344
5,17.2847,149,46,401,659,344
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
5,17.2653,401,344,46,659,777
