n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
637,261,759,367,814,399.39,35.49,40.31000000000004
707,965,861,757,667,352.07,13.46,13.219999999999999
944,542,29,860,476,416.38,21.52,20.840000000000007
794,965,255,664,53,404.82,22.5,23.059999999999995
922,160,115,380,480,407.7,20.15,19.73
889,252,389,556,104,411.75,21.71,21.53
587,255,13,748,221,431.22,49.36,52.07000000000003
417,286,186,938,888,389.57,22.6,22.52000000000001
784,398,163,780,816,403.34,19.11,20.45
73,142,632,632,455,411.46,28.17,35.09000000000002
129,135,1,995,892,408.56,33.46,32.210000000000015
5,214,792,220,983,430.38,50.11,53.24000000000004
169,893,170,296,321,405.73,23.25,22.970000000000002
984,203,552,897,694,377.72,14.82,14.39
640,209,186,963,991,398.92,28.85,32.27000000000002
707,201,989,988,915,403.73,24.6,24.590000000000014
392,305,22,369,424,424.26,27.74,27.230000000000004
169,958,149,270,66,427.37,20.73,21.499999999999996
339,308,837,617,600,403.15,23.34,24.080000000000005
3,610,694,724,346,430.66,88.22,94.63999999999999
67,317,363,838,313,419.89,38.63,37.85000000000002
492,713,323,189,492,394.53,25.19,40.22000000000004
483,721,180,58,262,412.47,28.26,31.580000000000013
998,961,23,972,767,418.96,29.56,32.09000000000002
366,865,413,18,562,431.22,41.27,40.250000000000014
806,428,374,385,592,378.01,17.71,17.959999999999997
861,9,463,47,724,431.35,59.09,59.42000000000001
185,638,978,977,201,384.15,18.33,17.78
121,773,251,951,839,407.73,20.07,21.41
964,473,352,524,363,407.91,25.07,24.380000000000003
914,537,256,794,473,399.08,21.58,25.070000000000007
110,603,766,799,816,392.05,15.69,15.979999999999997
376,880,302,37,443,400.52,23.29,23.839999999999996
968,93,213,348,525,402.43,27.2,27.470000000000013
625,371,940,151,348,401.4,18.95,20.06
282,946,719,558,94,394.98,28.13,26.270000000000014
319,702,324,313,181,427.29,25.4,27.32
817,80,641,152,738,426.15,37.7,37.40000000000003
705,316,495,165,737,399.29,17.26,17.18
49,82,615,546,945,399.34,32.34,35.33000000000003
415,32,243,758,608,435.37,36.04,43.70000000000003
352,846,256,466,666,426.02,29.34,28.190000000000005
431,149,57,938,653,420.73,31.94,30.500000000000014
33,820,505,342,858,417.78,30.64,30.71000000000002
212,133,749,577,972,411.51,37.39,37.58000000000003
135,645,918,806,423,394.41,24.0,22.669999999999998
109,172,444,381,152,411.02,42.44,41.75000000000003
60,865,430,301,144,404.92,22.09,22.49
464,944,635,872,173,371.14,16.68,16.28
999,534,464,983,499,349.25,11.26,11.06
705,747,325,490,280,400.68,18.97,19.189999999999998
298,481,413,923,150,405.03,18.54,19.13
115,386,841,544,982,409.43,17.33,18.5
183,642,959,511,888,409.49,32.6,33.95000000000003
346,184,91,503,278,417.78,30.07,28.850000000000012
527,800,561,888,514,390.2,23.41,26.270000000000017
369,64,804,814,793,409.37,27.65,28.040000000000003
364,711,601,679,35,409.57,26.16,25.369999999999997
777,313,372,572,721,422.57,16.97,16.759999999999998
684,287,855,497,271,372.52,18.34,18.560000000000002
788,707,733,300,979,389.5,18.45,18.740000000000006
968,348,665,182,594,429.76,28.74,30.260000000000016
872,11,485,560,792,418.49,33.79,34.52000000000001
256,333,687,280,474,419.28,21.29,21.89
295,836,512,662,689,409.7,26.67,26.450000000000006
816,365,356,280,659,384.36,18.73,19.01
353,755,960,848,418,398.91,30.79,35.180000000000035
358,944,863,176,890,378.39,15.63,16.549999999999997
887,704,460,999,373,375.3,15.48,15.739999999999998
979,342,530,145,542,418.57,32.52,31.94000000000002
170,203,856,370,959,421.83,30.87,30.05000000000002
874,488,289,708,80,407.11,32.46,33.62000000000002
736,686,747,426,175,398.35,28.5,27.650000000000016
631,799,958,594,528,379.12,22.93,24.50000000000001
681,958,430,309,638,361.47,19.92,20.210000000000004
566,793,887,652,277,400.07,25.54,25.940000000000005
737,28,200,163,600,431.4,41.48,43.520000000000024
451,639,665,185,224,425.27,28.5,28.040000000000017
777,702,184,646,735,395.7,18.88,19.429999999999996
42,482,231,169,55,425.65,33.5,33.68000000000001
913,136,113,324,991,396.36,19.32,19.49
185,494,198,561,36,431.41,35.99,35.900000000000006
425,476,359,389,678,409.72,26.81,26.900000000000016
626,73,604,209,243,423.11,39.61,45.23000000000003
735,924,382,0,358,431.5,60.8,63.499999999999986
415,974,285,876,419,361.32,18.06,17.330000000000002
887,117,705,851,560,392.92,18.27,18.68
382,987,36,563,628,423.11,27.68,28.370000000000008
308,97,302,558,524,418.06,24.51,26.360000000000007
347,973,594,300,981,425.5,23.78,26.75000000000001
360,838,132,429,419,394.45,27.85,26.720000000000017
832,577,657,551,378,355.53,14.49,14.299999999999997
478,145,160,610,391,412.09,21.71,23.390000000000004
577,488,980,203,991,398.33,15.27,14.899999999999999
136,623,93,359,840,411.96,33.25,33.26000000000001
914,677,0,391,110,436.78,59.85,62.47999999999999
333,579,938,629,552,385.34,19.95,20.720000000000006
144,333,644,897,912,406.61,16.49,16.549999999999997
577,384,439,442,231,392.9,21.27,20.569999999999997
505,298,491,995,725,370.07,15.76,15.439999999999998
