n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
275,1165,1735,1643,1564,168.22,13.38,12.52
129,522,241,1014,1558,233.05,16.09,15.68
920,967,1334,777,1615,212.77,11.96,12.84
429,192,999,58,1829,282.88,28.3,27.119999999999976
1711,798,886,1244,1561,202.98,14.26,15.679999999999989
1571,4,1425,912,545,328.25,42.02,42.27999999999998
1477,1642,468,1210,1935,213.78,14.57,15.240000000000002
209,1846,650,62,45,289.47,31.05,35.99999999999996
52,1330,1108,18,1923,334.28,35.36,35.039999999999985
1804,780,1405,443,1984,154.36,12.74,12.92
864,1486,59,1080,454,258.33,22.28,20.12
1564,896,1923,1015,1132,166.99,9.44,9.76
477,707,472,1386,448,236.61,12.93,13.120000000000001
1558,941,1950,593,1897,185.77,13.05,12.839999999999996
44,852,1715,1876,1139,281.28,26.51,26.479999999999986
1888,1315,204,380,1288,237.21,15.67,15.8
1482,1761,607,247,1521,204.97,13.3,13.16
681,1834,1477,1993,1456,227.28,13.52,14.2
1025,1917,1980,864,1039,168.57,14.1,13.839999999999998
1699,1864,1372,388,621,186.86,12.46,13.000000000000002
581,1203,1993,1807,1022,223.02,19.27,20.279999999999987
1733,1926,1034,805,1206,199.39,12.81,12.76
1747,70,983,497,1523,187.91,13.44,13.72
1633,827,848,1361,354,207.11,12.32,12.68
751,1123,1807,1439,1588,247.11,20.52,18.47999999999999
1381,1511,767,177,898,219.06,17.59,18.11999999999999
1359,1041,221,1594,335,235.01,14.94,14.999999999999998
1066,1720,805,758,1002,269.35,19.24,18.999999999999982
1500,60,961,89,631,268.06,21.9,21.47999999999999
1440,1737,1259,1214,1184,221.73,16.76,18.679999999999986
806,1325,348,345,1028,243.69,14.51,15.4
464,25,1578,408,1105,300.55,27.9,27.79999999999999
1884,1761,1122,475,828,166.2,14.95,12.879999999999997
1052,704,1950,1735,1183,185.76,14.46,13.999999999999998
723,940,1863,551,1350,209.0,14.54,14.920000000000003
1122,1247,1960,1493,11,269.03,29.08,27.19999999999998
785,1604,1755,1680,1955,165.35,10.7,10.48
1814,1921,1516,1049,1657,159.32,11.17,10.719999999999999
264,1062,1592,1149,420,172.01,14.02,14.2
872,1945,114,985,1781,236.08,15.17,14.760000000000002
746,1167,1135,409,1927,235.91,20.44,19.199999999999992
1033,846,993,1665,730,200.4,14.35,14.639999999999997
848,708,3,1102,1106,347.18,73.42,72.52000000000008
1276,1610,1254,678,938,245.29,13.96,14.440000000000001
1228,57,1647,470,1301,238.86,15.7,16.080000000000002
362,1127,1196,370,1763,205.84,12.58,12.52
187,1635,1128,1632,1743,185.72,10.86,11.559999999999997
1672,1906,522,66,1723,209.86,18.61,18.19999999999999
1932,1378,144,170,1777,242.18,16.2,16.679999999999993
34,927,29,1544,1547,247.01,15.74,17.639999999999997
575,511,550,224,1632,251.07,15.67,15.320000000000004
1279,378,705,594,142,260.12,21.27,19.559999999999988
342,326,522,1080,1949,286.69,23.0,22.75999999999999
344,1344,558,1327,1457,233.88,15.1,15.560000000000002
603,931,1438,659,1016,221.32,13.68,14.239999999999998
970,233,48,638,791,278.1,19.02,19.96
703,862,1630,385,529,189.39,13.86,13.44
222,519,1842,1495,1044,155.95,11.06,11.24
428,1977,1240,884,1673,237.27,11.32,12.000000000000004
1997,42,461,36,813,300.44,23.02,23.240000000000002
299,72,1472,1965,328,260.78,23.96,24.55999999999999
912,1443,1036,1388,873,171.67,14.6,14.199999999999998
1115,1704,451,1998,1291,136.1,14.12,14.599999999999987
1633,1423,1057,923,457,180.29,17.91,17.31999999999999
1072,1328,62,808,1382,228.32,17.95,17.47999999999999
1179,1645,657,1351,1292,151.19,9.55,9.920000000000002
873,120,1510,611,257,235.19,16.74,16.080000000000002
1982,434,1793,97,627,239.34,17.49,17.08
144,1758,156,635,1878,247.96,15.65,15.52
1923,610,1523,324,852,242.28,14.98,16.04
1156,516,267,17,1148,292.18,27.79,27.879999999999985
1799,1741,77,1209,1678,225.38,15.55,16.68
445,1970,1844,1167,943,222.41,18.92,22.519999999999975
351,1695,1777,1781,1994,155.55,12.54,12.68
1597,1441,1275,1042,76,251.0,18.87,17.999999999999993
774,410,710,202,421,253.43,21.26,20.08
1174,1380,1836,886,1211,210.89,18.62,16.759999999999987
397,1008,213,1920,1363,184.97,15.63,15.120000000000001
798,606,1032,1023,35,244.06,15.71,16.52
666,1253,1785,823,1842,225.81,14.5,15.239999999999998
576,37,321,411,1756,264.11,20.42,20.15999999999999
671,1661,1153,1602,276,157.36,10.7,11.16
694,879,436,545,1381,201.96,12.69,13.0
197,1715,776,1909,1121,223.88,14.46,13.640000000000002
704,1872,1807,1715,1407,215.65,12.14,12.32
1094,992,1572,1090,480,169.38,12.16,12.600000000000001
133,1485,82,173,272,270.25,23.72,25.43999999999999
347,341,1865,1102,436,241.39,16.51,16.0
548,1554,680,1229,1036,121.94,10.14,9.88
1722,522,753,693,696,239.33,17.32,16.279999999999998
233,596,481,1776,1933,228.39,14.75,13.720000000000002
1236,1596,1954,1464,1817,209.17,13.88,12.959999999999996
1001,277,1187,1128,1577,257.88,18.16,18.079999999999995
213,656,80,832,149,267.93,18.37,20.080000000000002
778,1773,1614,301,1696,187.1,11.71,12.36
256,698,234,1259,1203,249.47,19.62,18.16
1601,1896,774,156,1168,161.15,11.38,12.560000000000002
1126,458,1159,167,1950,247.34,20.48,21.839999999999993
546,747,1824,605,1155,188.68,11.4,11.759999999999998
1094,1894,234,937,1836,204.22,11.87,12.119999999999997
