n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
232,379,985,384,129,102.05,11.53,11.72
197,721,44,87,140,143.72,21.62,24.159999999999993
253,830,518,214,410,136.0,20.56,20.239999999999995
657,31,470,499,464,96.22,11.84,12.680000000000001
399,506,586,196,918,119.57,14.54,14.200000000000003
850,412,91,496,239,118.9,12.79,13.040000000000003
777,20,717,273,532,141.47,20.18,20.839999999999993
417,485,923,933,388,75.37,9.84,9.96
743,116,678,264,99,106.86,14.92,14.64
833,64,395,635,849,128.44,14.36,15.0
386,110,676,59,346,113.63,13.18,13.0
240,707,88,509,925,129.55,17.67,19.039999999999996
665,529,923,212,595,121.53,15.4,16.960000000000004
827,145,621,65,552,112.21,12.95,13.200000000000003
968,38,500,718,198,106.67,15.58,15.160000000000004
151,968,880,592,467,108.55,13.62,13.160000000000002
746,598,902,455,292,86.45,10.67,11.120000000000001
570,365,875,899,436,101.76,15.74,15.199999999999992
138,162,782,615,99,129.08,13.66,13.520000000000001
544,706,321,718,365,109.04,11.8,12.120000000000001
972,659,863,506,515,101.93,12.95,13.48
638,202,316,153,364,126.25,18.64,18.240000000000002
541,291,522,672,73,110.86,17.06,16.559999999999995
827,924,877,519,934,64.53,9.42,9.0
718,558,225,352,249,116.08,13.88,14.159999999999998
929,12,302,351,225,137.42,25.57,24.91999999999999
273,34,433,260,385,124.27,15.28,14.600000000000001
305,854,722,912,426,91.31,9.84,9.36
179,673,405,119,170,137.36,17.82,20.239999999999995
954,679,872,998,26,106.97,14.76,14.600000000000001
206,996,784,164,307,83.71,12.82,12.720000000000002
119,13,815,782,389,144.5,21.29,22.520000000000007
350,856,174,582,446,93.55,12.32,12.480000000000002
926,237,142,419,577,110.59,13.14,12.52
456,416,427,82,602,115.7,14.68,15.239999999999998
71,295,734,97,34,163.62,23.65,23.76000000000001
87,679,109,782,533,116.11,16.54,17.359999999999996
539,368,157,827,958,98.56,15.98,15.879999999999992
517,499,725,152,618,98.92,11.2,11.64
64,194,17,934,143,148.93,24.8,23.999999999999993
348,395,674,587,123,130.69,15.28,16.75999999999999
761,306,359,333,988,133.42,14.84,14.52
374,3,661,855,510,168.26,53.93,53.080000000000055
215,62,896,632,33,149.49,25.94,26.959999999999987
904,988,889,777,827,78.07,10.58,10.48
836,593,176,182,345,108.21,13.7,14.120000000000001
993,441,452,123,85,124.46,15.42,14.880000000000003
205,619,229,509,830,121.93,12.79,13.240000000000002
484,809,158,390,124,119.08,16.33,16.76
111,594,738,463,663,131.1,18.49,22.67999999999998
129,736,450,526,742,110.71,15.78,17.43999999999999
92,732,950,482,577,112.13,14.31,14.759999999999994
403,836,369,466,230,128.26,12.92,12.92
52,202,50,456,114,136.54,19.5,19.96
110,216,742,4,725,172.08,31.54,32.99999999999999
615,626,928,23,670,131.04,17.92,18.92
372,849,442,540,95,131.53,16.87,16.360000000000003
991,766,773,614,514,90.44,13.16,14.079999999999991
838,722,582,205,513,97.45,10.88,10.760000000000002
234,331,538,393,761,122.04,15.98,16.23999999999999
532,662,200,6,296,158.76,32.19,32.72
627,303,930,81,761,140.97,18.08,18.840000000000003
328,949,928,412,229,109.57,11.01,11.440000000000001
647,303,81,560,429,117.92,13.86,13.920000000000003
762,378,826,964,758,64.31,10.66,10.24
870,328,528,309,640,102.43,11.85,12.160000000000002
851,980,365,802,916,90.16,10.12,9.879999999999999
302,667,866,111,200,105.03,14.03,15.799999999999992
496,378,387,981,599,84.63,10.74,10.88
867,940,319,210,297,122.58,17.09,16.319999999999993
406,627,392,862,941,96.98,11.12,11.280000000000001
700,536,958,707,745,94.26,13.74,14.39999999999999
364,840,692,619,599,93.26,12.61,12.120000000000003
370,689,437,200,501,116.53,14.27,13.600000000000001
842,541,519,858,83,91.48,11.91,11.72
275,167,70,510,750,129.23,15.84,15.920000000000003
887,277,429,798,119,119.93,12.94,13.919999999999998
639,849,844,280,298,89.18,10.82,11.4
280,823,845,516,275,99.93,14.15,14.239999999999991
283,909,647,421,250,87.89,11.23,11.600000000000001
370,251,988,253,809,85.35,11.59,12.16
516,765,468,255,239,120.34,14.51,14.960000000000003
832,830,610,537,849,97.5,11.95,11.84
200,376,508,799,108,138.65,18.61,19.319999999999993
812,114,397,86,670,127.71,13.47,14.080000000000004
174,798,580,437,942,105.91,14.74,15.759999999999993
46,805,931,140,22,152.54,22.04,23.520000000000007
624,195,701,270,89,129.53,15.64,17.119999999999994
97,473,470,889,685,105.86,15.29,15.120000000000003
927,289,947,579,94,112.18,11.57,12.000000000000002
129,621,366,885,668,105.23,18.51,17.119999999999994
67,327,809,39,855,130.46,22.34,22.560000000000002
941,85,879,140,669,121.65,13.6,13.520000000000001
823,375,848,76,834,71.66,10.56,10.719999999999999
236,742,37,614,809,120.0,14.48,14.64
326,227,303,761,366,114.54,17.86,16.63999999999999
990,334,67,532,921,95.92,13.84,13.920000000000003
116,938,738,624,356,117.97,19.74,19.799999999999997
444,163,160,261,914,120.97,16.19,15.28
398,152,441,745,800,116.39,14.37,14.280000000000001
