n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
39,16,47,22,44,14.43,9.17,9.96
47,41,33,1,29,14.06,9.46,10.2
49,15,41,3,10,13.62,11.21,12.16
7,23,30,15,24,15.24,11.38,11.72
34,6,36,15,0,16.48,14.23,15.8
46,13,26,17,11,14.89,10.52,11.120000000000001
49,24,10,48,4,15.56,12.09,13.440000000000001
8,39,39,28,8,10.96,7.25,13.48
8,0,0,13,49,14.52,10.95,17.0
13,10,10,18,20,13.57,11.67,15.760000000000002
12,34,43,40,13,13.22,9.57,9.879999999999999
11,44,12,24,19,15.47,11.15,12.360000000000001
1,23,26,10,9,16.81,12.53,13.36
16,4,21,19,38,15.07,11.89,12.600000000000003
37,0,38,43,45,14.83,11.88,12.520000000000003
21,4,19,22,19,12.58,10.11,12.720000000000002
30,44,20,11,30,13.12,9.15,11.800000000000002
30,45,11,3,16,16.8,13.63,14.320000000000004
1,47,22,25,1,11.81,7.14,8.799999999999999
35,26,23,24,37,12.89,9.13,9.680000000000001
0,28,2,45,11,14.41,11.4,12.840000000000003
39,12,7,48,15,13.81,10.98,11.879999999999999
29,22,32,22,33,11.24,8.04,10.64
16,49,29,6,37,14.36,11.32,11.639999999999999
47,49,23,18,2,13.85,9.99,11.56
27,5,13,21,32,15.64,11.7,11.96
39,23,9,21,17,15.68,11.74,12.280000000000001
44,34,5,19,43,14.25,10.69,11.840000000000002
20,19,11,5,40,14.21,11.18,12.8
9,46,44,19,30,15.66,11.99,12.400000000000002
10,46,3,5,38,14.4,13.34,14.280000000000003
34,25,2,15,47,14.04,10.21,10.760000000000002
38,22,16,29,41,13.79,8.66,9.92
26,9,3,40,2,16.26,12.85,14.360000000000005
31,21,13,8,46,14.87,11.28,11.440000000000001
36,8,40,26,6,14.55,11.21,11.92
10,27,23,9,3,17.39,14.22,16.320000000000004
26,18,9,29,39,16.05,11.78,12.399999999999999
10,33,29,31,44,14.93,10.46,12.280000000000001
46,20,30,17,18,15.89,11.85,12.440000000000001
30,25,9,7,24,15.17,11.37,12.040000000000001
34,11,40,31,21,12.83,9.81,10.08
11,5,31,17,32,15.15,9.98,11.64
35,32,23,4,49,13.74,11.39,12.360000000000001
22,44,37,42,2,14.44,10.45,10.56
48,19,23,35,45,13.26,8.92,9.68
42,17,31,16,49,13.48,9.58,9.760000000000002
44,45,18,21,41,14.1,10.2,10.92
11,37,0,30,35,15.48,12.58,13.560000000000002
49,16,20,42,17,13.67,9.25,10.4
29,18,32,41,43,14.51,10.87,11.360000000000001
22,22,17,41,22,8.95,6.31,10.68
47,26,22,11,44,14.13,10.97,11.24
28,23,21,33,9,14.24,11.2,12.719999999999999
33,10,12,23,30,15.09,11.3,13.120000000000001
18,44,5,46,42,14.9,11.05,11.920000000000002
46,26,10,39,49,13.67,10.15,11.080000000000002
37,33,42,26,19,13.94,10.19,10.32
39,35,49,40,17,12.65,9.12,9.72
46,1,12,10,37,15.52,11.14,11.399999999999999
28,39,41,11,14,14.1,10.76,11.520000000000001
48,43,11,40,45,12.46,9.3,9.72
2,30,14,10,3,16.88,13.83,15.160000000000004
8,7,20,11,30,16.17,13.18,14.400000000000002
12,35,2,26,29,13.74,10.56,10.96
22,24,42,39,4,14.64,11.8,12.520000000000001
37,13,15,45,23,13.28,9.65,10.64
0,22,25,17,26,16.31,12.58,13.960000000000003
7,44,35,23,2,14.28,10.87,12.520000000000001
35,39,19,6,18,14.9,10.46,10.959999999999999
34,32,21,37,18,14.64,10.6,10.879999999999999
22,8,26,26,36,12.18,9.05,11.96
41,34,23,29,9,13.52,10.68,11.6
10,38,24,36,30,14.89,10.48,11.040000000000003
12,8,38,5,22,16.28,13.04,14.04
42,0,24,6,20,15.69,13.75,15.280000000000001
36,39,34,9,20,15.62,11.05,12.36
40,36,24,27,27,10.75,7.89,9.88
14,31,18,30,45,12.98,9.61,9.88
24,24,10,38,38,11.6,6.62,10.959999999999999
16,47,19,31,16,10.57,7.09,9.079999999999998
26,1,20,19,31,13.5,10.2,10.520000000000001
18,9,30,1,7,16.47,12.36,13.76
42,39,28,15,18,15.53,10.63,11.48
2,8,25,0,30,15.17,12.29,13.520000000000003
34,35,17,15,30,13.86,9.84,10.240000000000002
2,15,31,17,9,15.45,11.04,12.600000000000001
46,18,18,31,38,12.09,9.43,11.84
30,33,41,38,47,12.63,9.37,10.08
7,1,48,8,19,14.92,12.09,12.08
18,34,45,21,39,13.61,10.34,10.48
18,46,33,1,29,14.29,10.82,11.52
22,23,43,47,37,12.62,9.31,9.64
8,2,0,16,35,14.64,12.04,12.840000000000002
29,43,6,43,34,12.73,9.38,11.48
12,0,27,49,27,15.07,11.57,14.120000000000005
38,36,44,45,40,13.28,9.95,10.840000000000002
41,30,24,30,25,11.99,7.5,9.32
43,46,12,18,29,15.09,11.1,12.16
48,4,19,0,44,17.13,13.02,15.120000000000003
