n_nodes,influence,n0,n1
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
2,76.6400,14,63
