n_nodes,influence,n0,n1
2,114.8300,22,5
2,114.8300,22,5
2,114.8300,22,5
2,114.8300,22,5
2,114.8300,22,5
2,114.8300,22,5
2,114.8300,22,5
2,114.8300,22,5
2,114.8300,22,5
2,114.8300,22,5
2,114.8300,22,5
2,114.8300,22,5
2,114.8300,22,5
2,114.8300,22,5
2,114.8300,22,5
2,114.8300,22,5
2,114.8300,22,5
2,114.8300,22,5
2,114.8300,22,5
2,114.8300,22,5
2,113.7500,5,66
2,112.7300,36,5
2,112.7300,36,5
2,112.7300,36,5
2,112.7300,36,5
2,112.7300,36,5
2,112.7300,36,5
2,110.6600,22,9
2,99.2300,36,9
2,99.2300,36,9
2,93.8600,5,128
2,90.8600,5,477
2,90.6200,5,711
2,89.3600,5,575
2,75.7700,20,22
2,69.2300,66,22
2,69.2300,66,22
2,68.7500,22,36
2,68.7500,22,36
2,68.7500,22,36
2,68.7500,22,36
2,68.7500,22,36
2,68.7500,22,36
2,68.7500,22,36
2,68.7500,22,36
2,68.7500,22,36
2,68.7500,22,36
2,68.7500,22,36
2,68.7500,22,36
2,68.7500,22,36
2,68.7500,22,36
2,68.7500,22,36
2,68.7500,22,36
2,68.7500,22,36
2,68.7500,22,36
2,68.7500,22,36
2,68.7500,22,36
2,68.7500,22,36
2,68.7500,22,36
2,68.7500,22,36
2,68.7500,22,36
2,68.7500,22,36
2,68.7500,22,36
2,68.7500,22,36
