n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
864,394,776,911,430,780.23,60.54,60.25
41,265,988,523,497,778.98,67.79,69.5
414,940,802,849,310,780.95,31.52,32.5
991,488,366,597,913,775.89,24.96,25.5
929,223,516,142,288,778.88,42.83,46.5
143,773,97,633,818,780.31,42.02,42.0
256,931,545,722,829,780.72,43.26,44.0
616,923,150,317,101,775.71,78.01,84.75
747,75,920,870,700,779.96,34.93,35.25
338,483,573,103,362,777.33,64.93,68.5
444,323,625,655,934,779.77,60.41,63.75
209,989,565,488,453,780.94,84.2,116.0
886,533,266,63,824,781.26,68.57,72.25
940,561,937,14,95,778.11,100.02,115.75
736,860,408,727,844,778.46,67.05,80.25
803,684,640,1,626,777.78,39.08,41.0
505,847,888,341,249,776.48,50.78,51.75
747,333,720,891,64,777.18,42.2,41.5
195,939,581,227,244,777.84,39.4,42.25
822,990,145,822,556,772.61,23.17,29.25
458,93,82,327,896,775.65,88.89,89.0
520,955,501,111,308,779.67,76.61,73.0
564,298,723,127,560,778.54,38.07,38.75
340,834,944,553,208,779.46,30.67,32.75
986,818,617,560,601,771.77,38.53,38.75
294,455,93,610,817,775.93,65.02,70.0
394,324,589,247,297,774.92,40.4,43.0
188,193,841,191,33,778.17,74.85,78.0
627,672,266,487,70,780.51,44.67,45.75
91,695,775,133,897,777.93,59.11,64.5
153,945,39,862,82,775.1,86.81,95.0
919,716,945,849,553,779.23,41.65,41.0
699,400,857,722,537,778.1,36.09,38.0
282,534,831,241,869,779.09,52.3,56.25
220,916,695,603,845,779.78,58.01,54.25
972,429,593,281,461,777.97,40.54,40.25
504,676,656,717,938,761.91,32.3,31.75
812,365,84,332,627,780.17,68.62,70.5
118,498,601,645,343,781.09,59.52,62.0
865,194,248,16,749,781.42,69.65,72.75
277,119,722,225,380,778.69,62.3,66.0
813,174,340,436,835,776.78,44.88,47.25
63,103,801,149,875,779.3,79.5,91.75
714,224,46,836,587,776.57,80.14,78.75
649,931,958,547,616,780.41,51.24,51.25
696,75,27,127,650,777.59,98.82,108.75
193,620,850,589,122,771.63,49.17,47.25
400,93,379,853,118,775.88,71.35,87.0
37,620,22,199,984,778.43,70.96,72.25
993,189,735,126,490,778.67,38.22,40.5
215,744,819,62,959,778.86,90.71,100.75
695,23,557,435,635,775.55,59.37,62.5
103,855,266,71,226,781.43,80.11,85.25
73,662,308,358,446,778.97,78.85,76.75
184,62,515,478,40,777.46,71.89,72.5
610,103,716,400,204,779.51,75.7,77.75
266,367,926,749,481,762.12,58.2,59.75
858,923,940,583,173,777.49,33.61,35.25
714,688,208,989,785,781.49,72.11,76.5
59,807,692,162,865,781.91,50.14,54.0
165,350,542,256,120,776.97,47.98,51.0
611,943,452,681,179,781.01,57.5,59.25
13,482,697,419,921,779.56,89.7,95.25
582,895,520,939,318,779.77,63.37,68.75
664,365,397,857,673,778.5,42.9,44.5
256,157,574,707,12,776.79,104.79,134.75
468,759,80,343,756,780.1,64.31,68.75
46,557,287,138,245,778.14,52.35,56.0
780,976,493,360,624,780.9,34.87,33.5
294,689,367,604,969,781.97,55.89,59.75
913,648,874,635,135,778.05,40.82,40.75
732,317,397,766,424,777.98,68.36,71.25
848,666,82,1,608,778.6,79.53,79.75
196,715,342,163,245,776.21,47.69,47.75
228,652,458,387,727,777.99,44.42,43.5
896,689,581,895,424,782.48,47.51,51.25
32,411,892,718,581,776.36,81.85,86.25
428,790,678,726,47,778.33,52.62,53.5
169,456,65,265,718,778.85,51.47,51.25
161,457,540,906,498,778.93,65.45,66.25
929,574,618,773,0,780.26,137.52,149.5
905,39,506,333,319,776.76,79.84,85.5
857,478,51,828,842,776.98,41.18,45.5
896,997,831,425,192,776.34,74.02,87.25
561,986,648,85,857,781.93,44.03,53.0
742,133,15,411,972,779.91,89.36,112.5
694,427,323,3,218,776.97,197.11,231.25
14,734,772,2,842,777.6,125.65,129.25
691,541,626,100,195,778.46,33.86,36.0
121,622,664,203,894,779.68,42.83,43.5
309,286,705,186,102,779.33,74.67,85.0
487,874,944,406,642,773.47,29.43,30.25
83,22,281,935,463,776.35,67.11,76.5
819,811,118,882,262,777.54,37.87,39.25
136,669,533,836,666,777.37,42.68,45.0
660,355,117,892,158,781.32,80.54,92.0
285,871,19,43,41,774.76,111.25,118.25
210,697,265,571,322,777.39,63.82,67.0
969,375,960,581,931,780.93,38.33,39.25
869,43,866,767,984,773.23,43.25,40.5
