n_nodes,influence,n0,n1
2,107.9900,66,7
2,107.9900,66,7
2,107.9900,66,7
2,107.9900,66,7
2,107.9900,66,7
2,107.9900,66,7
2,107.9900,66,7
2,102.9800,77,7
2,99.8900,66,9
2,99.8900,66,9
2,99.8900,66,9
2,82.5500,752,7
2,63.9800,20,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
2,57.4400,66,36
