n_nodes,influence,n0,n1
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
2,134.5700,14,5
