n_nodes,influence,n0,n1
2,183.0500,4,3
2,183.0500,4,3
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,167.3300,7,4
2,154.8200,13,4
2,154.8200,13,4
2,154.8200,13,4
2,154.8200,13,4
2,154.8200,13,4
2,154.8200,13,4
2,154.8200,13,4
2,154.8200,13,4
2,154.8200,13,4
2,154.8200,13,4
2,154.8200,13,4
2,154.8200,13,4
2,154.8200,13,4
2,154.8200,13,4
2,154.8200,13,4
2,154.8200,13,4
2,154.8200,13,4
2,154.8200,13,4
