n_nodes,influence,n0,n1
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
2,105.1400,9,32
