n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
331,970,154,404,666,13.67,8.77,8.62
49,74,840,548,96,18.21,13.12,13.179999999999994
374,596,59,931,519,10.04,7.16,7.660000000000002
219,38,88,444,428,15.9,9.11,9.540000000000003
71,246,92,564,434,10.22,9.01,8.840000000000002
60,846,579,126,970,12.77,8.85,9.100000000000003
228,645,642,596,970,9.59,7.7,7.810000000000002
63,590,599,406,50,14.55,9.78,9.600000000000001
999,226,47,570,879,14.5,10.4,10.26
136,296,429,147,553,8.95,7.73,7.5100000000000025
120,584,315,573,835,9.96,7.78,7.690000000000003
698,185,105,595,584,10.81,8.23,8.000000000000002
654,192,381,99,560,13.19,9.07,10.03
729,64,577,61,633,13.25,8.56,8.410000000000002
210,508,696,544,437,13.71,8.81,9.569999999999997
795,321,476,599,945,8.72,7.39,7.3000000000000025
464,370,306,254,813,14.58,8.68,8.399999999999999
184,715,798,249,83,11.87,9.0,9.080000000000004
588,307,537,506,896,10.05,7.82,7.660000000000001
351,746,459,294,623,10.39,7.47,7.460000000000002
74,120,524,428,168,15.47,11.03,10.959999999999996
775,350,155,955,500,10.13,7.63,7.790000000000002
431,40,985,684,79,14.14,9.54,10.02
782,571,586,808,896,10.31,7.07,7.130000000000001
837,321,348,711,358,9.19,7.85,7.450000000000001
608,508,593,816,467,11.8,8.7,8.869999999999997
70,860,95,967,276,11.13,8.12,7.730000000000001
485,713,680,66,62,11.58,8.2,8.54
748,718,317,662,591,13.94,9.08,9.409999999999997
697,841,456,291,733,8.53,6.37,6.660000000000001
395,908,684,355,23,19.85,11.78,11.85
963,472,363,172,625,9.07,7.71,7.410000000000003
119,505,60,223,786,14.06,8.92,8.920000000000002
294,132,756,253,407,13.36,9.22,9.339999999999998
400,938,892,508,82,14.87,10.53,10.529999999999998
170,459,411,562,284,11.29,7.82,7.830000000000002
904,140,838,440,884,9.5,8.47,8.260000000000003
563,285,723,425,367,13.98,9.46,9.519999999999996
699,905,389,980,236,8.86,6.88,7.330000000000002
154,84,180,154,237,13.26,9.0,10.900000000000002
674,238,12,496,851,15.57,10.79,11.390000000000004
603,186,269,288,4,21.09,14.48,15.11
149,429,547,378,624,10.86,8.03,7.6700000000000035
579,326,975,128,707,10.67,9.06,9.25
879,527,973,632,670,10.07,7.31,7.560000000000002
692,757,55,467,921,8.9,7.46,7.300000000000002
891,798,974,895,696,9.16,7.14,6.940000000000001
817,572,401,407,408,12.52,8.56,8.799999999999999
403,106,493,649,410,12.82,8.03,8.270000000000003
63,195,68,213,451,14.55,10.01,10.29
166,112,348,615,53,12.01,8.88,8.950000000000001
104,0,580,154,549,22.72,16.7,16.349999999999998
103,971,372,628,26,14.92,10.6,10.66
72,895,212,628,385,12.76,10.16,9.889999999999999
152,649,258,978,355,9.77,8.22,7.990000000000002
616,372,485,125,118,11.75,8.22,8.450000000000001
869,499,477,491,495,7.96,6.92,6.950000000000002
319,87,147,104,767,11.42,7.97,8.500000000000002
350,758,271,490,848,8.51,7.09,7.460000000000001
708,165,528,23,210,19.19,13.52,13.169999999999998
973,974,540,370,150,10.48,7.19,7.210000000000003
706,556,936,27,776,15.25,10.99,10.880000000000003
540,305,658,884,93,15.32,9.8,9.659999999999997
712,865,267,530,375,10.49,8.58,8.34
930,171,364,790,228,12.57,7.96,7.9300000000000015
545,554,797,514,337,12.06,8.58,8.850000000000001
651,228,627,830,807,10.91,7.8,8.040000000000003
776,873,199,825,245,8.88,7.63,7.660000000000002
837,410,757,822,232,8.79,6.9,7.240000000000001
204,530,504,364,748,14.15,9.21,9.849999999999998
29,28,809,286,483,18.54,10.46,11.52
265,198,709,619,979,11.04,9.17,8.770000000000003
352,457,827,959,740,12.97,8.05,8.749999999999998
357,977,997,373,82,10.23,7.83,8.410000000000002
225,104,232,481,201,10.08,8.68,8.180000000000003
345,209,494,639,921,11.51,9.45,8.95
624,860,1,490,931,8.7,7.76,7.330000000000002
668,352,818,658,86,13.16,7.99,8.26
854,676,122,931,397,10.99,8.19,7.710000000000001
801,728,768,204,489,12.63,7.81,8.410000000000002
910,182,444,808,651,10.48,8.56,8.450000000000003
340,88,820,968,994,9.15,7.26,7.550000000000002
739,405,474,411,761,13.36,8.41,8.44
969,86,742,162,174,10.46,8.36,8.210000000000004
130,28,154,604,926,14.54,10.32,10.32
476,825,671,149,626,9.34,6.89,6.960000000000002
846,610,485,673,959,12.02,7.95,8.049999999999999
358,159,561,561,134,14.27,8.71,10.07
21,14,818,994,743,20.12,13.04,13.310000000000004
665,105,539,767,956,11.53,8.62,8.5
142,444,892,199,845,18.52,9.93,10.299999999999997
894,216,28,257,217,17.58,12.1,11.750000000000002
299,513,246,782,600,10.02,8.11,7.880000000000001
333,265,557,429,854,9.17,7.97,7.560000000000003
134,62,931,757,362,17.48,11.17,10.759999999999998
919,469,678,597,834,8.09,7.59,7.310000000000002
925,529,430,846,939,9.5,6.98,7.240000000000002
899,513,133,544,155,14.39,8.28,8.62
536,522,19,893,450,14.13,10.62,10.45
795,187,623,4,794,19.03,13.93,13.520000000000001
